Chinese (Simpl.),Pinyin,English
文物,wénwù,cultural relic; historical relic
文献,wénxiàn,document
文雅,wényǎ,elegant; refined
闻名,wénmíng,well-known; famous; renowned; eminent
蚊帐,wénzhàng,mosquito net
蚊子,wénzi,mosquito
吻,wěn,kiss; to kiss; mouth
吻合,wěnhé,to be a good fit; to be identical with; to adjust oneself to; to fit in
紊乱,wěnluàn,disorder; chaos
稳固,wěngù,stable; steady; firm; to stabilize
稳健,wěnjiàn,firm; stable and steady
稳妥,wěntuǒ,dependable
稳重,wěnzhòng,steady; earnest; staid
问卷,wènjuàn,questionnaire
问世,wènshì,to be published; to come out
窝,wō,nest; pit or hollow on the human body; lair; den
卧,wò,to lie; to crouch
污秽,wūhuì,nasty; sordid; filthy
呜咽,wūyè,to sob; to whimper
巫婆,wūpó,witch; sorceress; female shaman
屋顶,wūdǐng,roof
无比,wúbǐ,incomparable; matchless
无不,wúbù,none lacking; none missing; everything is there; everyone without exception
无偿,wúcháng,free; no charge; at no cost
无敌,wúdí,unequalled; without rival; a paragon
无恶不作,wúèbùzuò,not to shrink from any crime (idiom); to commit any imaginable misdeed
无非,wúfēi,only; nothing else
无辜,wúgū,innocent; innocence; not guilty (law)
无故,wúgù,without cause or reason
无关紧要,wúguānjǐnyào,indifferent; insignificant
无话可说,wúhuàkěshuō,to have nothing to say (idiom)
无济于事,wújìyúshì,(idiom) to no avail; of no use
无家可归,wújiākěguī,homeless
无精打采,wújīngdǎcǎi,dispirited and downcast (idiom); listless; in low spirits; washed out
无可奉告,wúkěfènggào,(idiom) 'no comment'
无可厚非,wúkěhòufēi,see 非
无可奈何,wúkěnàihé,have no way out; have no alternative; abbr. to 无奈
无理,wúlǐ,irrational; unreasonable
无力,wúlì,powerless; lacking strength
无论如何,wúlùnrúhé,whatever the case; in any event; no matter what; by all possible means
无能,wúnéng,incompetence; inability; incapable; powerless
无能为力,wúnéngwéilì,impotent (idiom); powerless; helpless
无情,wúqíng,pitiless; ruthless; merciless; heartless
无情无义,wúqíngwúyì,completely lacking any feeling or sense of justice (idiom); cold and ruthless
无穷,wúqióng,endless; boundless; inexhaustible
无私,wúsī,selfless; unselfish; disinterested; altruistic
无所事事,wúsuǒshìshì,to have nothing to do; to idle one's time away (idiom)
无所作为,wúsuǒzuòwéi,attempting nothing and accomplishing nothing (idiom); without any initiative or drive; feckless
无条件,wútiáojiàn,unconditional
无微不至,wúwēibùzhì,in every possible way (idiom); meticulous
无线,wúxiàn,wireless
无线电,wúxiàndiàn,wireless
无形,wúxíng,incorporeal; virtual; formless; invisible (assets)
无形中,wúxíngzhōng,imperceptibly; virtually
无须,wúxū,need not; not obliged to; not necessarily
无意,wúyì,inadvertent; accidental; to have no intention of (doing sth)
无忧无虑,wúyōuwúlǜ,carefree and without worries (idiom)
无缘,wúyuán,to have no opportunity; no way (of doing sth); no chance; no connection
无知,wúzhī,ignorant; ignorance
无足轻重,wúzúqīngzhòng,insignificant
五花八门,wǔhuābāmén,myriad; all kinds of; all sorts of
五星级,wǔxīngjí,five-star (hotel)
武力,wǔlì,military force
武装,wǔzhuāng,arms; equipment; to arm; military
侮辱,wǔrǔ,to insult; to humiliate; dishonor
捂,wǔ,to enclose; to cover with the hand (one's eyes nose or ears); to cover up (an affair); contrary
舞厅,wǔtīng,dance hall; ballroom
勿,wù,do not
物流,wùliú,distribution (business); logistics
物体,wùtǐ,object; body; substance
物证,wùzhèng,material evidence
物资,wùzī,goods; supplies
误差,wùchā,difference; error; inaccuracy
误导,wùdǎo,to mislead; to misguide; misleading
误区,wùqū,mistaken ideas; misconceptions; the error of one's ways
雾,wù,fog; mist
务必,wùbì,must; to need to; to be sure to
务实,wùshí,pragmatic; dealing with concrete issues
吸纳,xīnà,to take in; to absorb; to admit; to accept
吸取,xīqǔ,to absorb; to draw (a lesson insight etc); to assimilate
昔日,xīrì,former days; in the past
稀,xī,rare; uncommon; watery; sparse
稀罕,xīhan,rare; uncommon; rare thing; rarity
稀奇,xīqí,rare; strange
稀少,xīshǎo,sparse; rare
锡,xī,tin (chemistry); to bestow; to confer; to grant
熄火,xīhuǒ,(of fire lamp etc) to go out; to put out (fire); (fig.) to die down; (of a vehicle) to stall
熙熙攘攘,xīxīrǎngrǎng,bustling with activity (idiom)
嬉笑,xīxiào,to be laughing and playing; to giggle
膝盖,xīgài,knee; (Internet slang) to kneel down (in admiration)
习俗,xísú,custom; tradition; local tradition; convention
席,xí,woven mat; seat; banquet; place in a democratic assembly
席位,xíwèi,a seat (in a theater stadium etc); parliamentary or congressional seat
袭击,xíjī,attack (esp. surprise attack); raid; to attack
媳妇,xífù,daughter-in-law; wife (of a younger man); young married woman; young woman
洗涤剂,xǐdíjì,cleaning agent; detergent
洗礼,xǐlǐ,baptism (lit. or fig.)
喜出望外,xǐchūwàngwài,to be pleased beyond one's expectations (idiom); overjoyed at the turn of events
喜好,xǐhào,to like; fond of; to prefer; to love
喜酒,xǐjiǔ,wedding feast; liquor drunk at a wedding feast
喜怒哀乐,xǐnùāilè,four types of human emotions; namely: happiness 欢喜; anger 愤怒; sorrow 哀 and joy 快乐
喜庆,xǐqìng,jubilation; festive
喜事,xǐshì,happy occasion; wedding
喜糖,xǐtáng,sweet given on a happy occasion (esp. wedding)
喜洋洋,xǐyángyáng,radiant with joy
喜悦,xǐyuè,happy; joyous
细腻,xìnì,exquisite; meticulous
细微,xìwēi,tiny; minute; fine; subtle
细心,xìxīn,careful; attentive
息息相关,xīxīxiāngguān,closely bound up (idiom); intimately related
虾,xiā,shrimp; prawn
瞎,xiā,blind; groundlessly; foolishly; to no purpose
侠义,xiáyì,chivalrous; chivalry; knight-errantry
峡谷,xiágǔ,canyon; gill; ravine
狭隘,xiáài,narrow; tight; narrow minded; lacking in experience
狭小,xiáxiǎo,narrow
狭窄,xiázhǎi,narrow
下场,xiàchǎng,to leave (the stage an exam room the playing field etc); to take part in some activity; to take an examination (in the imperial examination system); the end
下调,xiàdiào,to demote; to pass down to a lower unit; to adjust downwards; to lower (prices wages etc)
下跌,xiàdiē,to fall; to tumble
下岗,xiàgǎng,(of a guard sentry etc) to come off duty; (of a worker) be to laid off
下功夫,xiàgōngfu,see 夫
下海,xiàhǎi,to go out to sea; to enter the sea (to swim etc); (fig.) to take the plunge (e.g. leave a secure job or enter prostitution etc)
下级,xiàjí,low ranking; low level; underclass; subordinate
下决心,xiàjuéxīn,to determine; to resolve
下令,xiàlìng,to give an order; to command
下落,xiàluò,whereabouts; to drop; to fall
下期,xiàqī,next period (week month or quarter etc)
下棋,xiàqí,to play chess
下山,xiàshān,to go down a hill; (of the sun or moon) to set
下手,xiàshǒu,to start; to put one's hand to; to set about; the seat to the right of the main guest
下属,xiàshǔ,subordinate; underling
下台,xiàtái,to go off the stage; to fall from position of prestige; to step down (from office etc); to disentangle oneself
下乡,xiàxiāng,to go to the countryside
下旬,xiàxún,last third of the month
下一代,xiàyīdài,the next generation
下意识,xiàyìshí,subconscious mind
下游,xiàyóu,lower reaches (of a river); lower level; lower echelon; downstream
下坠,xiàzhuì,(of objects) to fall; to drop; to droop; (medicine) to experience tenesmus
吓唬,xiàhu,to scare; to frighten
吓人,xiàrén,to scare; scary; frightening
夏令营,xiàlìngyíng,summer camp
先例,xiānlì,antecedent; precedent
先天,xiāntiān,embryonic period (contrasted with 后天 [hòu tiān]); inborn; innate; natural
纤维,xiānwéi,fiber
掀,xiān,to lift (a lid); to rock; to convulse
掀起,xiānqǐ,to lift; to raise (a lid etc); (of a storm) to surge; to stir up (waves etc)
鲜活,xiānhuó,vivid; lively; (of food ingredients) live or fresh
鲜美,xiānměi,delicious; tasty
鲜血,xiānxuè,blood
弦,xián,bow string; string of musical instrument; watchspring; chord (segment of curve)
衔接,xiánjiē,to link up; to connect; to join
嫌弃,xiánqì,to regard with disdain; to shun
嫌疑,xiányí,suspicion; to have suspicions
显而易见,xiǎnéryìjiàn,clearly and easy to see (idiom); obviously; clearly; it goes without saying
显赫,xiǎnhè,illustrious; celebrated
显示器,xiǎnshìqì,monitor (computer)
显现,xiǎnxiàn,appearance; to appear
显眼,xiǎnyǎn,conspicuous; eye-catching; glamorous
现成,xiànchéng,ready-made; readily available
现任,xiànrèn,to occupy a post currently; current (president etc); incumbent; (coll.) current boyfriend (girlfriend spouse)
现行,xiànxíng,to be in effect; in force; current
线条,xiàntiáo,line (in drawing calligraphy etc); the lines or contours of a three-dimensional object (hairstyle clothing car etc)
限,xiàn,to limit; to restrict; (bound form) limit; bound
限定,xiàndìng,to restrict to; to limit
限度,xiàndù,limitation; limit
限于,xiànyú,to be limited to; to be confined to
宪法,xiànfǎ,constitution (of a country)
陷,xiàn,pitfall; trap; to get stuck; to sink
陷阱,xiànjǐng,pitfall; snare; trap
馅儿,xiànr,(of food) filling; stuffing
羡慕,xiànmù,to envy; to admire
献血,xiànxuè,to donate blood
腺,xiàn,gland
仙鹤,xiānhè,red-crowned crane (Grus japonensis)
仙女,xiānnǚ,fairy
乡亲,xiāngqīn,fellow countryman (from the same village); local people; villager; the folks back home
乡下,xiāngxia,countryside; rural area
相伴,xiāngbàn,to accompany sb; to accompany each other
相比之下,xiāngbǐzhīxià,by comparison
相差,xiāngchà,to differ; discrepancy between
相传,xiāngchuán,to pass on; to hand down; tradition has it that ...; according to legend
相当于,xiāngdāngyú,equivalent to
相对,xiāngduì,relatively; opposite; to resist; to oppose
相对而言,xiāngduìéryán,relatively speaking; comparatively speaking
相辅相成,xiāngfǔxiāngchéng,to complement one another (idiom)
相继,xiāngjì,in succession; following closely
相连,xiānglián,to link; to join; link; connection
相识,xiāngshí,to get to know each other; acquaintance
相提并论,xiāngtíbìnglùn,to discuss two disparate things together (idiom); to mention on equal terms; to place on a par with; (often with negatives: impossible to mention X in the same breath as Y)
相通,xiāngtōng,interlinked; connected; communicating; in communication
相依为命,xiāngyīwéimìng,mutually dependent for life (idiom); to rely upon one another for survival; interdependent
相遇,xiāngyù,to meet; to encounter; to come across
相约,xiāngyuē,to agree (on a meeting place date etc); to reach agreement; to make an appointment
香料,xiāngliào,spice; flavoring; condiment; perfume
香水,xiāngshuǐ,perfume; cologne
香味,xiāngwèi,fragrance; bouquet; sweet smell
香烟,xiāngyān,cigarette; smoke from burning incense
香油,xiāngyóu,sesame oil; perfumed oil
镶,xiāng,to inlay; to embed; ridge; border
镶嵌,xiāngqiàn,to inlay; to embed; to set (e.g. a jewel in a ring); tiling
详尽,xiángjìn,thorough and detailed; exhaustive; the tedious details in full
祥和,xiánghé,auspicious and peaceful
享,xiǎng,to enjoy; to benefit; to have the use of
享有,xiǎngyǒu,to enjoy (rights privileges etc)
响亮,xiǎngliàng,loud and clear; resounding
响起,xiǎngqǐ,(of a sound) to come forth; (of a sound source) to ring out; to sound; to go off
响应,xiǎngyìng,to respond to; answer
想方设法,xiǎngfāngshèfǎ,to think up every possible method (idiom); to devise ways and means; to try this; that and the other
向来,xiànglái,always (previously)
向往,xiàngwǎng,to yearn for; to look forward to
向着,xiàngzhe,towards; facing (sb or sth); (coll.) to side with; to favor
项链,xiàngliàn,necklace
像样,xiàngyàng,presentable; decent; up to par
橡胶,xiàngjiāo,rubber; caoutchouc
橡皮,xiàngpí,rubber; an eraser
消,xiāo,to diminish; to subside; to consume; to reduce
消沉,xiāochén,depressed; bad mood; low spirit
消遣,xiāoqiǎn,to while the time away; amusement; pastime; recreation
萧条,xiāotiáo,bleak; desolate; (economics) in a slump; sluggish
销,xiāo,to sell; to cancel; to annul
销毁,xiāohuǐ,to destroy (by melting or burning); to obliterate
销量,xiāoliàng,sales volume
潇洒,xiāosǎ,confident and at ease; free and easy
小丑,xiǎochǒu,clown
小贩,xiǎofàn,peddler; hawker
小看,xiǎokàn,to look down on; to underestimate
小康,xiǎokāng,moderately well-off; comfortably off
小路,xiǎolù,minor road; lane; pathway; trail
小品,xiǎopǐn,(comic) skit; sketch; short literary piece
小气,xiǎoqì,stingy; miserly; narrow-minded; petty
小区,xiǎoqū,neighborhood; district
小曲,xiǎoqǔ,popular song; folk tune; ballad
小人,xiǎorén,vile character; petty/base person
小提琴,xiǎotíqín,fiddle; violin
小溪,xiǎoxī,brook; streamlet
小心翼翼,xiǎoxīnyìyì,cautious and solemn (idiom); very carefully; prudent; gently and cautiously
小卒,xiǎozú,foot soldier; minor figure; a nobody; (chess) pawn
孝敬,xiàojìng,to show filial respect; to give presents (to one's elders or superiors); to support one's aged parents
孝顺,xiàoshùn,filial; dutiful; devoted to one's parents (and grandparents etc); to show filial piety towards (an older family member)
肖像,xiàoxiàng,portrait (painting photo etc); (in a general sense) representation of a person; likeness
效仿,xiàofǎng,see 仿效
效力,xiàolì,effectiveness; positive effect; to serve (in some capacity)
效益,xiàoyì,benefit; effectiveness; efficiency
效应,xiàoyìng,effect (scientific phenomenon)
协定,xiédìng,agreement; accord; to reach an agreement
协同,xiétóng,to cooperate; in coordination with; coordinated; collaborate
协作,xiézuò,cooperation; coordination
邪,xié,demonic; iniquitous; nefarious; evil
邪恶,xiéè,sinister; vicious; wicked; evil
挟持,xiéchí,to seize
携带,xiédài,to carry (on one's person); to support (old)
携手,xiéshǒu,hand in hand; to join hands; to collaborate
写照,xiězhào,portrayal
泄,xiè,(bound form) to leak out; to discharge; (fig.) to divulge
泄漏,xièlòu,(of a liquid or gas) to leak; to divulge; to leak (information)
泄露,xièlù,to leak (information); to divulge
泄密,xièmì,to leak secrets
泄气,xièqì,to leak (gas); to be discouraged; to despair; (disparaging) pathetic
泻,xiè,to flow out swiftly; to flood; a torrent; diarrhea
卸,xiè,to unload; to unhitch; to remove or strip; to get rid of
心爱,xīnài,beloved
心安理得,xīnānlǐdé,to have a clear conscience; to have no qualms about sth
心病,xīnbìng,anxiety; sore point; secret worry; mental disorder
心肠,xīncháng,heart; intention; one's inclination; state of mind
心得,xīndé,what one has learned (through experience reading etc); knowledge; insight; understanding
心慌,xīnhuāng,to be flustered; (dialect) irregular heart-beat
心急如焚,xīnjírúfén,to burn with impatience; torn with anxiety
心里话,xīnlihuà,(to express one's) true feelings; what is on one's mind; secret mind
心灵手巧,xīnlíngshǒuqiǎo,capable; clever; dexterous
心目,xīnmù,mind
心声,xīnshēng,thoughts; feelings; aspirations; heartfelt wishes
心事,xīnshì,a load on one's mind; worry
心思,xīnsi,mind; thoughts; inclination; mood
心酸,xīnsuān,to feel sad
心想事成,xīnxiǎngshìchéng,to have one's wishes come true; wish you the best!
心胸,xīnxiōng,heart; mind; ambition; aspiration
心血,xīnxuè,heart's blood; expenditure (for some project); meticulous care
心眼儿,xīnyǎnr,one's thoughts; mind; intention; willingness to accept new ideas
心意,xīnyì,intention; regard; kindly feelings
芯片,xīnpiàn,computer chip; microchip
辛勤,xīnqín,hardworking; industrious
辛酸,xīnsuān,pungent (taste); bitter; fig. sad; miserable
欣慰,xīnwèi,to be gratified
欣喜,xīnxǐ,happy
欣欣向荣,xīnxīnxiàngróng,(idiom) flourishing; thriving
新潮,xīncháo,modern; fashionable
新陈代谢,xīnchéndàixiè,metabolism (biology); the new replaces the old (idiom)
新房,xīnfáng,brand new house; bridal chamber
新款,xīnkuǎn,new style; latest fashion; new model
新奇,xīnqí,novel; new; exotic
新生,xīnshēng,new; newborn; emerging; nascent
新式,xīnshì,new style; latest type
新手,xīnshǒu,new hand; novice; raw recruit
新颖,xīnyǐng,lit. new bud; fig. new and original
信贷,xìndài,credit; borrowed money
信件,xìnjiàn,letter (sent by mail)
信赖,xìnlài,to trust; to have confidence in; to have faith in; to rely on
信誉,xìnyù,prestige; distinction; reputation; trust
星座,xīngzuò,constellation; astrological sign
猩猩,xīngxing,orangutan; (slang) dialect speaker whose speech is corrupted by Standard Mandarin
腥,xīng,fishy (smell)
刑法,xíngfǎ,criminal law
行家,hángjiā,connoisseur; expert; veteran
行列,hángliè,formation; array; (fig.) ranks (as in 'join the ranks of ...')
行情,hángqíng,market price; quotation of market price; the current market situation
行使,xíngshǐ,to exercise (a right etc)
行政,xíngzhèng,administration; (attributive) administrative; executive
行走,xíngzǒu,to walk
形形色色,xíngxíngsèsè,all kinds of; all sorts of; every (different) kind of
形影不离,xíngyǐngbùlí,inseparable (as form and shadow)
醒来,xǐnglái,to waken
醒目,xǐngmù,eye-grabbing (headline); striking (illustration)
醒悟,xǐngwù,to come to oneself; to come to realize; to come to see the truth; to wake up to reality
兴奋剂,xīngfènjì,stimulant; doping (in athletics)
兴高采烈,xìnggāocǎiliè,happy and excited (idiom); in high spirits; in great delight
兴建,xīngjiàn,to build; to construct
兴起,xīngqǐ,to rise; to spring up; to burgeon; to be aroused
兴致,xìngzhì,mood; spirits; interest
姓氏,xìngshì,family name
幸存,xìngcún,to survive (a disaster)
幸好,xìnghǎo,fortunately
幸亏,xìngkuī,fortunately; luckily
幸免,xìngmiǎn,to avoid (an unpleasant fate)
性价比,xìngjiàbǐ,cost-performance ratio
性命,xìngmìng,life
性情,xìngqíng,nature; temperament
凶残,xiōngcán,savage; cruel; fierce; savage
凶恶,xiōngè,fierce; ferocious; fiendish; frightening
凶狠,xiōnghěn,cruel; vicious; fierce and malicious; vengeful
凶猛,xiōngměng,fierce; violent; ferocious
汹涌,xiōngyǒng,to surge up violently (of ocean river lake etc); turbulent
胸膛,xiōngtáng,chest
胸有成竹,xiōngyǒuchéngzhú,(idiom) to have a well thought out plan in mind
雄厚,xiónghòu,substantial; robust; ample; abundant
休克,xiūkè,shock (loanword); to go into shock
休眠,xiūmián,to be dormant (biology); inactive (volcano); to hibernate (computing)
休想,xiūxiǎng,don't think (that); don't imagine (that)
休养,xiūyǎng,to recuperate; to recover; to convalesce
修补,xiūbǔ,to mend
修订,xiūdìng,to revise
修路,xiūlù,to repair a road
修长,xiūcháng,slender; lanky; tall and thin
修正,xiūzhèng,to revise; to amend
羞愧,xiūkuì,ashamed
秀丽,xiùlì,pretty; beautiful
秀美,xiùměi,elegant; graceful
绣,xiù,to embroider; embroidery
袖手旁观,xiùshǒupángguān,to watch with folded arms (idiom); to look on without lifting a finger
锈,xiù,to rust
嗅觉,xiùjué,sense of smell
须,xū,must; to have to; to wait; beard
虚,xū,emptiness; void; abstract theory or guiding principles; empty or unoccupied
虚构,xūgòu,to make up; fabrication; fictional; imaginary
虚幻,xūhuàn,imaginary; illusory
虚假,xūjiǎ,false; phony; pretense
虚拟,xūnǐ,to imagine; to make up; fictitious; theoretical
虚弱,xūruò,weak; in poor health
虚伪,xūwěi,false; hypocritical; artificial; sham
需,xū,to require; to need; to want; necessity
徐徐,xúxú,slowly; gently
许,xǔ,to allow; to permit; to promise; to praise
许可证,xǔkězhèng,license; authorization; permit
旭日,xùrì,the rising sun
序,xù,(bound form) order; sequence; (bound form) introductory; initial
序幕,xùmù,prologue
叙述,xùshù,to relate (a story or information); to tell or talk about; to recount; narration
续,xù,to continue; to replenish
酗酒,xùjiǔ,heavy drinking; to get drunk; to drink to excess
絮叨,xùdao,long-winded; garrulous; to talk endlessly without getting to the point
宣称,xuānchēng,to assert; to claim
宣读,xuāndú,to read out loud to an audience; a prepared speech (e.g. to a party conference)
宣告,xuāngào,to declare; to proclaim
宣誓,xuānshì,to swear an oath (of office); to make a vow
宣泄,xuānxiè,to drain (by leading off water); to unburden oneself; to divulge; to leak a secret
宣言,xuānyán,declaration; manifesto
宣扬,xuānyáng,to publicize; to advertise; to spread far and wide
喧哗,xuānhuá,hubbub; clamor; to make a racket
喧闹,xuānnào,to make a noise; noisy
玄,xuán,mysterious; profound; abstruse
玄机,xuánjī,profound theory (in Daoism and Buddhism); mysterious principles
悬挂,xuánguà,to suspend; to hang; (vehicle) suspension
悬念,xuánniàn,suspense in a movie; play etc; concern for sb's welfare
悬殊,xuánshū,widely different; large disparity
悬崖,xuányá,precipice; overhanging cliff
旋律,xuánlǜ,melody
旋涡,xuánwō,spiral; whirlpool; eddy; vortex
选民,xuǎnmín,voter; constituency; electorate
选项,xuǎnxiàng,option; alternative; choice; to choose a project
选用,xuǎnyòng,to choose for some purpose; to select and use
炫耀,xuànyào,dazzling; to show off; to flaunt
削,xiāo,to peel with a knife; to pare; to cut (a ball at tennis etc); to pare
削弱,xuēruò,to weaken; to impair; to cripple
靴子,xuēzi,boots
穴位,xuéwèi,acupuncture point; location of a grave
学历,xuélì,educational background; academic qualifications
学士,xuéshì,bachelor's degree; person holding a university degree
学说,xuéshuō,theory; doctrine
学堂,xuétáng,college; school (old)
学业,xuéyè,studies; schoolwork
学艺,xuéyì,to learn a skill or art
学子,xuézǐ,(literary) student; scholar
雪山,xuěshān,snow-capped mountain
雪上加霜,xuěshàngjiāshuāng,(idiom) to make matters even worse; to add insult to injury
血脉,xuèmài,blood vessels
血栓,xuèshuān,blood clot; thrombus
血压,xuèyā,blood pressure
血缘,xuèyuán,bloodline
勋章,xūnzhāng,medal; decoration
熏,xūn,to smoke; to fumigate; to assail the nostrils; to perfume
熏陶,xūntáo,to seep in; to influence; to nurture; influence
寻,xún,to search; to look for; to seek
寻常,xúncháng,usual; common; ordinary
寻觅,xúnmì,to look for
巡逻,xúnluó,to patrol (police army or navy)
驯,xùn,to tame; to domesticate
循序渐进,xúnxùjiànjìn,in sequence; step by step (idiom); to make steady progress incrementally
逊色,xùnsè,inferior (often in the combination 毫无逊色 not in the least inferior)
训,xùn,to teach; to train; to admonish; instruction (from superiors)
丫头,yātou,girl; servant girl; (used deprecatingly but sometimes also as a term of endearment)
压倒,yādǎo,to overwhelm; to overpower; overwhelming
压缩,yāsuō,to compress; compression
压抑,yāyì,to constrain or repress emotions; oppressive; stifling; depressing
压制,yāzhì,to suppress; to inhibit; to stifle
押,yā,to mortgage; to pawn; to detain in custody; to escort and protect
鸦雀无声,yāquèwúshēng,lit. crow and peacock make no sound; absolute silence (idiom); not a single voice can be heard; absolute silence
牙齿,yáchǐ,tooth; dental
牙膏,yágāo,toothpaste
芽,yá,bud; sprout
哑,yǎ,mute; dumb; hoarse
烟囱,yāncōng,chimney
烟火,yānhuǒ,smoke and fire; fireworks
淹,yān,to flood; to submerge; to drown; to irritate the skin (of liquids)
延,yán,to prolong; to extend; to delay
延缓,yánhuǎn,to defer; to postpone; to put off; to retard
延误,yánwu,to delay; to be held up; to miss (an opportunity); delay
严谨,yánjǐn,rigorous; strict; careful; (of writing) well organized
严禁,yánjìn,to strictly prohibit
严峻,yánjùn,grim; severe; rigorous
严密,yánmì,strict; tight (organization surveillance etc)
言辞,yáncí,words; expression; what one says
言论,yánlùn,expression of opinion; views; remarks; arguments
言行,yánxíng,words and actions; what one says and what one does
岩石,yánshí,rock
沿岸,yánàn,coastal area; littoral or riparian
沿途,yántú,along the sides of the road; by the wayside
沿线,yánxiàn,along the line (e.g. railway); the region near the line
炎热,yánrè,blistering hot; sizzling hot (weather)
炎症,yánzhèng,inflammation
研讨,yántǎo,discussion
阎王,Yánwáng,(Buddhism) Yama; the King of Hell; (fig.) cruel and tyrannical person
衍生,yǎnshēng,to give rise to; to derive; derivative; derivation
掩盖,yǎngài,to conceal; to hide behind; to cover up
掩护,yǎnhù,to screen; to shield; to cover; protection
掩饰,yǎnshì,to cover up; to conceal; to mask; to gloss over
眼红,yǎnhóng,to covet; envious; jealous; green with envy
眼界,yǎnjiè,ken; scope
眼色,yǎnsè,signal made with one's eyes; meaningful glance
眼神,yǎnshén,expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (dialect)
眼下,yǎnxià,now; at present; subocular (medicine)
演变,yǎnbiàn,to develop; to evolve; development; evolution
演播室,yǎnbōshì,broadcasting studio
演技,yǎnjì,acting; performing skills
演练,yǎnliàn,to do a drill; to practice; training; drill
演示,yǎnshì,to demonstrate; to show; presentation; demonstration
演说,yǎnshuō,speech; to deliver a speech
演习,yǎnxí,maneuver; exercise; practice; to maneuver
演戏,yǎnxì,to put on a play; to perform; fig. to pretend; to feign
演艺圈,yǎnyìquān,show business
演绎,yǎnyì,(of a story etc) to unfold; to play out; to develop (a technique etc); to enact
厌烦,yànfán,bored; fed up with sth; sick of sth
厌倦,yànjuàn,to be weary of; to be fed up with; to be bored with
咽,yān,throat; pharynx; narrow pass; to choke (in crying)
咽喉,yānhóu,throat
艳丽,yànlì,gorgeous; garish and beautiful
验,yàn,to examine; to test; to check
验收,yànshōu,to inspect and accept; acceptance
验证,yànzhèng,to inspect and verify; experimental verification; to validate (a theory); to authenticate
焰火,yànhuǒ,fireworks
燕子,yànzi,swallow
秧歌,yāngge,Yangge; a popular rural folk dance
扬,yáng,to raise; to hoist; to spread (发扬)
阳性,yángxìng,positive; masculine
杨树,yángshù,poplar tree; various trees of genus Populus
洋溢,yángyì,brimming with; steeped in
养活,yǎnghuo,to provide for; to keep (animals a family etc); to raise animals; to feed and clothe
养老金,yǎnglǎojīn,pension
养老院,yǎnglǎoyuàn,nursing home
养生,yǎngshēng,to maintain good health; to raise a child or animal; curing (of concrete etc)
养殖,yǎngzhí,to cultivate; cultivation; to further; to encourage
氧,yǎng,oxygen (chemistry)
痒,yǎng,to itch; to tickle; to itch; to tickle
样本,yàngběn,sample; specimen
样品,yàngpǐn,sample; specimen
妖怪,yāoguài,monster; devil
邀,yāo,to invite; to request; to intercept; to solicit
窑,yáo,kiln; oven; coal pit; cave dwelling
谣言,yáoyán,rumor
摇摆,yáobǎi,to sway; to wobble; to waver
摇滚,yáogǔn,rock 'n' roll (music); to rock; to fall off
摇晃,yáohuàng,to rock; to shake; to sway
摇篮,yáolán,cradle
摇摇欲坠,yáoyáoyùzhuì,tottering; on the verge of collapse
遥控,yáokòng,to direct operations from a remote location; to remotely control
遥远,yáoyuǎn,distant; remote
药材,yàocái,medicinal ingredient
药方,yàofāng,prescription
要不,yàobù,otherwise; or else; how about...?; either... (or...)
要不是,yàobushì,if it were not for; but for
要点,yàodiǎn,main point; essential
要害,yàohài,vital part; (fig.) key point; crucial
要紧,yàojǐn,important; urgent
要领,yàolǐng,main aspects; essentials; gist
要命,yàomìng,to cause sb's death; extremely; terribly; (used in complaining about sth) to be a nuisance
要强,yàoqiáng,eager to excel; eager to get ahead in life; strong-minded
钥匙,yàoshi,key
耀眼,yàoyǎn,to dazzle; dazzling
椰子,yēzi,a coconut palm; a coconut
也就是说,yějiùshìshuō,in other words; that is to say; so; thus
野餐,yěcān,picnic; to have a picnic
野炊,yěchuī,to cook a meal over a campfire (usu. for a group of people on an outing); cookout
野蛮,yěmán,barbarous; uncivilized
野兽,yěshòu,beast; wild animal
野外,yěwài,countryside; areas outside the city
野心,yěxīn,ambition; wild schemes; careerism
野营,yěyíng,to camp; field lodgings
业,yè,line of business; industry; occupation; job
业绩,yèjì,achievement; accomplishment; (in more recent usage) performance (of a business employee etc); results
夜班,yèbān,night shift
夜市,yèshì,night market
夜晚,yèwǎn,night
夜校,yèxiào,evening school; night school
夜以继日,yèyǐjìrì,night and day (idiom); continuous strenuous effort
夜总会,yèzǒnghuì,nightclub; nightspot
液晶,yèjīng,liquid crystal
液体,yètǐ,liquid
一把手,yībǎshǒu,working hand; member of a work team; participant; the boss (short form of 手)
一不小心,yībùxiǎoxīn,to be a little bit careless; to have a moment of inattentiveness
一成不变,yīchéngbùbiàn,(idiom) immutable; impervious to change; set in stone
一筹莫展,yīchóumòzhǎn,to be unable to find a solution; to be at wits' end
一大早,yīdàzǎo,at dawn; at first light; first thing in the morning
一动不动,yīdòngbùdòng,motionless
一度,yīdù,for a time; at one time; one time; once
一帆风顺,yīfānfēngshùn,propitious wind throughout the journey (idiom); plain sailing; to go smoothly; have a nice trip!
一概,yīgài,all; without any exceptions; categorically
一概而论,yīgàiérlùn,to lump different matters together (idiom)
一干二净,yīgānèrjìng,thoroughly (idiom); completely; one and all; very clean
一个劲儿,yīgèjìnr,continuously
一鼓作气,yīgǔzuòqì,in a spurt of energy
