Chinese (Simpl.),Pinyin,English
母子,mǔzǐ,mother and child; parent and subsidiary (companies); principal and interest
墓,mù,grave; tomb; mausoleum
拿走,názǒu,to take away
奶粉,nǎifěn,powdered milk
奶牛,nǎiniú,milk cow; dairy cow
难忘,nánwàng,unforgettable
内地,Nèidì,mainland China (PRC excluding Hong Kong and Macau but including islands such as Hainan); Japan (used in Taiwan during Japanese colonization); inland; interior
内外,nèiwài,inside and outside; domestic and foreign; approximately; about
内衣,nèiyī,undergarment; underwear
能否,néngfǒu,whether or not; can it or can't it; is it possible?
泥,ní,mud; clay; paste; pulp
扭,niǔ,to turn; to twist; to wring; to sprain
排行榜,páihángbǎng,the charts (of best-sellers); table of ranking
派出,pàichū,to send; to dispatch
判,pàn,to judge; to sentence; to discriminate; to discern
盼望,pànwàng,to hope for; to look forward to
泡,pào,bubble; blister; to soak; to steep; to brew; (pāo) puffy
炮,pào,cannon; artillery; firecracker; (páo) to process herbs; (bāo) to sauté
陪同,péitóng,to accompany
配置,pèizhì,to deploy; to allocate; configuration; allocation
皮球,píqiú,ball (made of rubber leather etc)
偏,piān,to lean; to slant; oblique; prejudiced
贫困,pínkùn,impoverished; poverty
品牌,pǐnpái,brand name; trademark
聘请,pìnqǐng,to engage; to hire (a lawyer etc)
平凡,píngfán,commonplace; ordinary; mediocre
平方米,píngfāngmǐ,square meter
平衡,pínghéng,balance; equilibrium
平台,píngtái,platform; terrace; flat-roofed building
评,píng,to discuss; to comment; to criticize; to judge
评选,píngxuǎn,to select on the basis of a vote or consensus
屏幕,píngmù,screen (TV computer or movie)
坡,pō,slope; sloping; slanted
扑,pū,to throw oneself at; to pounce on; to devote one's energies; to flap
铺,pù,shop; store; plank bed; (pū) to spread; to pave; to lay out
欺负,qīfu,to bully
奇妙,qímiào,fantastic; wonderful
企图,qǐtú,to attempt; to try; attempt
起点,qǐdiǎn,starting point
起诉,qǐsù,to sue; to bring a lawsuit against; to prosecute
气氛,qìfēn,atmosphere; mood
恰当,qiàdàng,appropriate; suitable
恰好,qiàhǎo,as it turns out; by lucky coincidence; (of number time size etc) just right
恰恰,qiàqià,exactly; just; precisely
牵,qiān,to lead along; to pull (an animal on a tether); (bound form) to involve; to draw in
铅笔,qiānbǐ,(lead) pencil
谦虚,qiānxū,modest; self-effacing; to make modest remarks
前方,qiánfāng,ahead; the front
前来,qiánlái,to come (formal); before; previously
潜力,qiánlì,potential; capacity
强盗,qiángdào,to rob (with force); bandit; robber
强化,qiánghuà,to strengthen; to intensify
强势,qiángshì,strong; powerful; (linguistics) emphatic; intensive
强壮,qiángzhuàng,strong; sturdy; robust
桥梁,qiáoliáng,bridge (lit. and fig.)
巧妙,qiǎomiào,ingenious; clever; ingenuity; artifice
切实,qièshí,feasible; realistic; practical; earnestly
亲属,qīnshǔ,kin; kindred; relatives
亲眼,qīnyǎn,with one's own eyes; personally
侵犯,qīnfàn,to infringe on; to encroach on; to violate; to assault
倾向,qīngxiàng,trend; tendency; orientation
清,qīng,clear; clean; pure; distinct; quiet
清洁,qīngjié,clean; to clean
清洁工,qīngjiégōng,cleaner; janitor; garbage collector
清明节,Qīngmíngjié,Qingming or Pure Brightness Festival or Tomb Sweeping Day; celebration for the dead (in early April)
清洗,qīngxǐ,to wash; to clean; to purge
情绪,qíngxù,mood; state of mind; moodiness
求职,qiúzhí,to seek employment
球拍,qiúpāi,racket
球星,qiúxīng,sports star (ball sport)
球员,qiúyuán,(ball sports) player; team member
区分,qūfēn,to differentiate; to draw a distinction; to divide into categories
渠道,qúdào,irrigation ditch; (fig.) channel; means
取款,qǔkuǎn,to withdraw money from a bank
取款机,qǔkuǎnjī,ATM
去掉,qùdiào,to get rid of; to exclude; to eliminate; to remove
全力,quánlì,with all one's strength; full strength; all-out (effort); fully (support)
全新,quánxīn,all new; completely new
权,quán,authority; power; right; (literary) to weigh
权力,quánlì,power; authority
券,quàn,bond (esp. document split in two with each party holding one half); contract; deed (i.e. title deeds); ticket
缺陷,quēxiàn,defect; flaw
却是,quèshì,nevertheless; actually; the fact is ...
让座,ràngzuò,to give up one's seat for sb
热点,rèdiǎn,hot spot; point of special interest
热水,rèshuǐ,hot water
热水器,rèshuǐqì,water heater
热线,rèxiàn,hotline (communications link)
人权,rénquán,human rights
认同,rèntóng,to approve of; to endorse; to acknowledge; to recognize
日夜,rìyè,day and night; around the clock
日语,Rìyǔ,Japanese language
融合,rónghé,a mixture; an amalgam; fusion; welding together
融入,róngrù,to blend into; to integrate; to assimilate; to merge
如,rú,as; as if; such as
如一,rúyī,consistent; the same; unvarying
乳制品,rǔzhìpǐn,dairy products
入,rù,to enter; to go into; to join; to become a member of
入学,rùxué,to enter a school or college; to go to school for the first time as a child
若,ruò,to seem; like; as; if
塞,sāi,to stuff; to cram; to squeeze in; stopper; cork; (sài) frontier
赛,sài,to compete; competition; match; to surpass
赛场,sàichǎng,racetrack; field (for athletics competition)
三明治,sānmíngzhì,sandwich (loanword)
丧失,sàngshī,to lose; to forfeit
山峰,shānfēng,(mountain) peak
山谷,shāngǔ,valley; ravine
山坡,shānpō,hillside
伤口,shāngkǒu,wound; cut
伤亡,shāngwáng,casualties; injuries and deaths
伤员,shāngyuán,wounded person
商城,shāngchéng,shopping mall; shopping center; marketplace
上班族,shàngbānzú,office workers (as social group)
上当,shàngdàng,taken in (by sb's deceit); to be fooled; to be duped
上帝,Shàngdì,God
上市,shàngshì,to hit the market (of a new product); to float (a company on the stock market)
上台,shàngtái,to rise to power (in politics); to go on stage (in the theater)
上演,shàngyǎn,to screen (a movie); to stage (a play); a screening; a staging
勺,sháo,spoon; ladle
少儿,shàoér,child
舌头,shétou,tongue; enemy soldier captured for the purpose of extracting information
设计师,shèjìshī,designer; architect
涉及,shèjí,to involve; to touch upon (a topic)
深化,shēnhuà,to deepen; to intensify
深深,shēnshēn,deep; profound
审查,shěnchá,to examine; to investigate; to censor out; censorship
升级,shēngjí,to go up by one grade; to be promoted; to escalate (in intensity); (computing) to upgrade
升学,shēngxué,to enter the next grade school
升值,shēngzhí,to rise in value; to appreciate
生活费,shēnghuófèi,cost of living; living expenses; alimony
省钱,shěngqián,to save money
圣诞节,Shèngdànjié,Christmas time; Christmas season; Christmas
盛行,shèngxíng,to be in vogue; to be popular; to be prevalent
师父,shīfu,used for 师傅 (in Taiwan); master; qualified worker
师生,shīshēng,teachers and students
时而,shíér,occasionally; from time to time
时节,shíjié,season; time
时期,shíqī,period; phase
时时,shíshí,often; constantly
时装,shízhuāng,fashion; fashionable clothes
实践,shíjiàn,practice; to put into practice; to live up to (a promise); to carry out (a project)
食欲,shíyù,appetite
市民,shìmín,city resident
事后,shìhòu,after the event; in hindsight; in retrospect
试点,shìdiǎn,test point; to carry out trial; pilot scheme
适当,shìdàng,suitable; appropriate
识,shí,to know; knowledge; to record; to write a footnote
识字,shízì,to learn to read
收藏,shōucáng,to collect (works of art dolls antiques etc); to put away for safekeeping; (Internet) to bookmark; a collection
收取,shōuqǔ,to receive; to collect
收养,shōuyǎng,to take in and care for (an elderly person a dog etc); to adopt (a child); adoption
手续费,shǒuxùfèi,service charge; processing fee; commission
首次,shǒucì,first; first time; for the first time
首脑,shǒunǎo,head (of state); summit (meeting); leader
首席,shǒuxí,chief (representative correspondent etc)
首相,shǒuxiàng,prime minister (of Japan or UK etc)
书房,shūfáng,study (room); studio
薯片,shǔpiàn,fried potato chips
薯条,shǔtiáo,french fries; french fried potatoes; chips
双打,shuāngdǎ,doubles (in sports)
爽,shuǎng,bright; clear; crisp; open
水泥,shuǐní,cement
税,shuì,taxes; duties
顺,shùn,to obey; to follow; to arrange; to make reasonable
说明书,shuōmíngshū,(technical) manual; (book of) directions; synopsis (of a play or film); specification (patent)
说实话,shuōshíhuà,to speak the truth; truth to tell; frankly
司长,sīzhǎng,bureau chief
死亡,sǐwáng,to die; death
四处,sìchù,all over the place; everywhere and all directions
寺,sì,Buddhist temple; mosque; government office (old)
送礼,sònglǐ,to give a present
送行,sòngxíng,to see someone off; to throw someone a send-off party
素质,sùzhì,inner quality; basic essence
算了,suànle,let it be; let it pass; forget about it
算是,suànshì,considered to be; at last
虽,suī,although; even though
岁数,suìshu,age (number of years old)
塔,tǎ,pagoda; tower; minaret; stupa (abbr. loanword from Sanskrit tapo)
踏,tà,to step on; to tread; to stamp; (tā) 踏实 steady/practical
踏实,tāshi,firmly-based; steady; steadfast; to have peace of mind
台灯,táidēng,desk lamp; table lamp
太阳能,tàiyángnéng,solar energy
叹气,tànqì,to sigh; to heave a sigh
探索,tànsuǒ,to explore; to probe
探讨,tàntǎo,to investigate; to probe
趟,tàng,(classifier) trip; time; round trip; row; (tāng) to wade
掏,tāo,to fish out (from pocket); to scoop
特,tè,special; unique; distinguished; especially
特大,tèdà,exceptionally big
特地,tèdì,specially; for a special purpose
特快,tèkuài,express (train delivery etc)
特意,tèyì,specially; intentionally
疼痛,téngtòng,pain; (of a body part) to be painful; to be sore; to hurt
踢,tī,to kick; to play (e.g. soccer); (slang) butch (in a lesbian relationship)
提交,tíjiāo,to submit (a report etc); to refer (a problem) to sb
提升,tíshēng,to promote (to a higher-ranking position); to lift; to hoist; (fig.) to elevate
天然,tiānrán,natural
天堂,tiāntáng,paradise; heaven
天下,tiānxià,land under heaven; the whole world; the whole of China; realm
添,tiān,to add; to increase; to replenish
田,tián,field; farm
田径,tiánjìng,track and field (athletics)
跳水,tiàoshuǐ,to dive (into water); (sports) diving; to commit suicide by jumping into water; (fig.) (of stock prices etc) to fall dramatically
听取,tīngqǔ,to hear (news); to listen to
通报,tōngbào,to inform; to notify; to announce; circular
通道,tōngdào,passage; passageway; thoroughfare; corridor; channel
通红,tōnghóng,very red; red through and through; to blush (deep red)
通话,tōnghuà,to hold a conversation; to talk over the telephone; phone call
通行,tōngxíng,to go through; to pass through; to be in general use
通讯,tōngxùn,communications; news story; dispatch
同,tóng,like; same; similar; together
同胞,tóngbāo,born of the same parents; sibling; fellow citizen; compatriot
同期,tóngqī,the corresponding time period (in a different year etc); concurrent; synchronous
同行,tóngháng,person of the same profession; of the same trade; occupation or industry; to journey together
同一,tóngyī,identical; the same
铜牌,tóngpái,bronze medal; bronze plaque bearing a business name or logo etc
头疼,tóuténg,headache
投票,tóupiào,to vote; vote
透露,tòulù,to leak out; to divulge; to reveal
图书,túshū,books (in a library or bookstore)
徒弟,túdì,apprentice; disciple
途径,tújìng,way; means; channel
团队,tuánduì,team
推出,tuīchū,to push out; to release; to launch; to publish
退票,tuìpiào,to bounce (a check); to return a ticket; ticket refund
吞,tūn,to swallow; to take
托,tuō,prop; support (for weight); rest (e.g. arm rest); thanks to
拖,tuō,to drag; to tow; to trail; to hang down
拖鞋,tuōxié,slippers; sandals; flip-flops
挖,wā,to dig; to excavate; to scoop out
娃娃,wáwa,baby; small child; doll
哇,wā,Wow!; sound of a child's crying; sound of vomiting; replaces 啊 when following the vowel 'u' or 'ao'
外币,wàibì,foreign currency
外部,wàibù,the outside; (attributive) external; exterior; surface
外出,wàichū,to go out; to go away (on a trip etc)
外观,wàiguān,outward appearance
外科,wàikē,surgery (branch of medicine)
外来,wàilái,external; foreign; outside
外头,wàitou,outside; out
外衣,wàiyī,outer clothing; semblance; appearance
外资,wàizī,foreign investment
弯曲,wānqū,to bend; to curve around; curved; crooked
顽皮,wánpí,naughty
顽强,wánqiáng,tenacious; hard to defeat
王后,wánghòu,queen
王子,wángzǐ,prince; son of a king
网吧,wǎngbā,Internet café
网页,wǎngyè,web page
往后,wǎnghòu,from now on; in the future; time to come
往来,wǎnglái,dealings; contacts; to go back and forth
往年,wǎngnián,in former years; in previous years
望见,wàngjiàn,to espy; to spot
危机,wēijī,crisis
威胁,wēixié,to threaten; to menace
微波炉,wēibōlú,microwave oven
维生素,wéishēngsù,vitamin
为此,wèicǐ,for this reason; with regards to this; in this respect; in order to do this
为何,wèihé,why
文娱,wényú,cultural recreation; entertainment
卧铺,wòpù,a bed (on a train); a couchette
乌云,wūyún,black cloud
无边,wúbiān,without boundary; not bordered
无关,wúguān,unrelated; having nothing to do (with sth else)
无效,wúxiào,not valid; ineffective; in vain
舞蹈,wǔdǎo,dance (performance art); dancing
物品,wùpǐn,articles; goods
误,wù,mistake; error; to miss; to harm
吸毒,xīdú,to take drugs
牺牲,xīshēng,to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice
洗衣粉,xǐyīfěn,laundry detergent; washing powder
戏曲,xìqǔ,Chinese opera
细胞,xìbāo,cell (biology)
细菌,xìjūn,bacterium; germ
西班牙语,Xībānyáyǔ,Spanish language
先锋,xiānfēng,vanguard; pioneer; avant-garde
嫌,xián,to dislike; suspicion; resentment; enmity
显出,xiǎnchū,to express; to exhibit
险,xiǎn,danger; dangerous; rugged
线路,xiànlù,(electricity) line; circuit; wire; (traffic) road
陷入,xiànrù,to sink into; to get caught up in; to land in (a predicament)
响声,xiǎngshēng,noise
想不到,xiǎngbudào,unexpected; hard to imagine; it had not occurred to me; who could have thought that
消耗,xiāohào,to use up; to consume
消灭,xiāomiè,to put an end to; to annihilate; to cause to perish; to perish
小费,xiǎofèi,tip; gratuity
小麦,xiǎomài,wheat
小于,xiǎoyú,less than; <
晓得,xiǎode,to know
笑脸,xiàoliǎn,smiling face; smiley :) ☺
笑容,xiàoróng,smile; smiling expression
笑声,xiàoshēng,laughter
协调,xiétiáo,to coordinate; to harmonize; to fit together; to match (colors etc)
协会,xiéhuì,an association; a society
协商,xiéshāng,to consult with; to talk things over; agreement
协助,xiézhù,to provide assistance; to aid
写字楼,xiězìlóu,office building
写字台,xiězìtái,writing desk
心灵,xīnlíng,bright; smart; quick-witted; heart
心愿,xīnyuàn,cherished desire; dream; craving; wish
心脏,xīnzàng,heart
心脏病,xīnzàngbìng,heart disease
新人,xīnrén,newcomer; fresh talent; newlywed; esp. new bride; bride and groom
新兴,xīnxīng,newly emerging; rising; up-and-coming
薪水,xīnshuǐ,salary; wage
信仰,xìnyǎng,to believe in (a religion); firm belief; conviction
信用,xìnyòng,trustworthiness; (commerce) credit; (literary) to trust and appoint
行程,xíngchéng,journey; course of a journey; distance traveled; trajectory
形,xíng,form; shape; appearance; to appear; to look
兴旺,xīngwàng,prosperous; thriving; to prosper; to flourish
凶,xiōng,terrible; fearful; vicious; fierce
凶手,xiōngshǒu,murderer; assassin
修车,xiūchē,to repair a bike (car etc)
袖珍,xiùzhēn,pocket-sized; pocket (book etc)
悬,xuán,to hang or suspend; to worry; public announcement; unresolved
旋转,xuánzhuǎn,to rotate; to revolve; to spin; to whirl
选拔,xuǎnbá,to select the best
选举,xuǎnjǔ,to elect; election
学会,xuéhuì,to learn; to master; institute; learned society
学员,xuéyuán,student; member of an institution of learning; officer cadet
血管,xuèguǎn,vein; artery
血液,xuèyè,blood
循环,xúnhuán,to cycle; to circulate; circle; loop
压迫,yāpò,to oppress; to repress; to constrict; oppression
烟花,yānhuā,fireworks; prostitute (esp. in Yuan theater)
沿,yán,along; to follow (a line tradition etc); to carry on; to trim (a border with braid tape etc)
沿海,yánhǎi,coastal
沿着,yánzhe,to go along; to follow
研发,yánfā,research and development; to develop
眼看,yǎnkàn,soon; in a moment; to look on as sth happens
演奏,yǎnzòu,to perform on a musical instrument
宴会,yànhuì,banquet; feast; dinner party
洋,yáng,ocean; vast; foreign; silver dollar or coin
仰,yǎng,to face upward; to look up; to admire; to rely on
养老,yǎnglǎo,to provide for the elderly (family members); to enjoy a life in retirement
氧气,yǎngqì,oxygen
样,yàng,manner; pattern; way; appearance
药品,yàopǐn,medicaments; medicine; drug
要不然,yàobùrán,otherwise; or else; or
要好,yàohǎo,to be on good terms; to be close friends; striving for self-improvement
要么,yàome,or; either one or the other
要素,yàosù,essential factor; key constituent
野,yě,wild; untamed; field; open country; unrestrained
野生,yěshēng,wild; undomesticated
一次性,yīcìxìng,one-off (offer); one-time; single-use; disposable (goods)
一代,yīdài,generation
一道,yīdào,together
一番,yìfān,Some
一贯,yīguàn,consistent; constant; from start to finish; all along
一路上,yīlùshàng,along the way; the whole way; (fig.) the whole time
一模一样,yīmúyīyàng,exactly the same (idiom); carbon copy
一齐,yīqí,at the same time; simultaneously
一时,yīshí,a period of time; a while; for a short while; temporary
一同,yītóng,together
一行,yīxíng,party; delegation
医药,yīyào,medical care and medicines; medicine (drug); medical; pharmaceutical
依次,yīcì,in order; in succession
依赖,yīlài,to depend on; to be dependent on
仪器,yíqì,instrument; apparatus
仪式,yíshì,ceremony
遗憾,yíhàn,regret; to regret; to be sorry that
艺人,yìrén,performing artist; actor
议题,yìtí,topic of discussion; topic; subject; issue (under discussion)
异常,yìcháng,unusual; abnormal; extremely; exceptionally
意想不到,yìxiǎngbùdào,unexpected; previously unimagined
意愿,yìyuàn,aspiration; wish (for); desire
因,yīn,cause; reason; because
因素,yīnsù,element; factor
阴谋,yīnmóu,to conspire; to plot; a conspiracy; a plot
阴影,yīnyǐng,(lit. and fig.) shadow
音量,yīnliàng,loudness; volume
音像,yīnxiàng,audio and video; audiovisual
隐藏,yǐncáng,to hide; to conceal; to mask; to shelter
隐私,yǐnsī,secrets; private business; privacy
印,Yìn,to print; to mark; to engrave; a seal
应对,yìngduì,to answer; to reply; to handle; to deal with
应急,yìngjí,to respond to an emergency; to meet a contingency; (attributive) emergency
英雄,yīngxióng,hero
迎来,yínglái,to welcome (a visitor or newcomer); (fig.) to usher in
影迷,yǐngmí,film enthusiast; movie fan
影响力,yǐngxiǎnglì,influence; impact
影星,yǐngxīng,film star
用处,yòngchu,usefulness
用得着,yòngdezháo,to be able to use; useable; to have a use for; (in a question) to be necessary to
用法,yòngfǎ,usage
用品,yòngpǐn,articles for use; products; goods
用心,yòngxīn,motive; intention; to be diligent or attentive; careful
优质,yōuzhì,excellent quality
游人,yóurén,a tourist
游玩,yóuwán,to amuse oneself; to have fun; to go sightseeing; to take a stroll
游戏机,yóuxìjī,video game machine; video game console
游行,yóuxíng,to march; to parade; to demonstrate; procession
有关,yǒuguān,to have sth to do with; to relate to; related to; to concern
有没有,yǒuméiyǒu,(before a noun) Do (you they etc) have ...?; Is there a ...?; (before a verb) Did (you they etc) (verb infinitive)?; Have (you they etc) (verb past participle)?
有事,yǒushì,to be occupied with sth; to have sth on one's mind; there is something the matter
于,yú,(preposition) in; at; on; to; from; than; regarding
娱乐,yúlè,to entertain; to amuse; entertainment; recreation
愉快,yúkuài,cheerful; cheerily; delightful; pleasant
与,yǔ,and; with; together with; to give
宇航员,yǔhángyuán,astronaut
雨衣,yǔyī,raincoat
预约,yùyuē,booking; reservation; to book; to make an appointment
元素,yuánsù,element (key component of sth); (chemistry) element; (math.) element (member of a set)
园,yuán,land used for growing plants; site used for public recreation
园地,yuándì,garden area
原,yuán,original; former; primary; raw; unprocessed
原告,yuángào,complainant; plaintiff
原谅,yuánliàng,to excuse; to forgive; to pardon
圆珠笔,yuánzhūbǐ,ballpoint pen
援助,yuánzhù,to help; to support; to aid; aid
缘故,yuángù,reason; cause
远方,yuǎnfāng,far away; a distant location
远离,yuǎnlí,to be far from; to keep away from
远远,yuǎnyuǎn,distant; by far
约定,yuēdìng,to agree on sth (after discussion); to conclude a bargain; to arrange; to promise
晕,yūn,confused; dizzy; giddy; to faint
晕车,yùnchē,to be carsick
允许,yǔnxǔ,to permit; to allow
运作,yùnzuò,to operate; operations; workings; activities (usu. of an organization)
杂,zá,mixed; miscellaneous; various; to mix
再生,zàishēng,to be reborn; to regenerate; to be a second so-and-so (famous dead person); recycling
再说,zàishuō,to say again; to put off a discussion until later; moreover; what's more
遭到,zāodào,to suffer; to meet with (sth unfortunate)
遭受,zāoshòu,to suffer; to sustain (loss misfortune)
遭遇,zāoyù,to meet with; to encounter; (bitter) experience
早晚,zǎowǎn,morning and evening; (dialect) some time in the future; some day
增进,zēngjìn,to promote; to enhance; to further; to advance (a cause etc)
增值,zēngzhí,to appreciate (financially); to increase in value; value-added (accountancy)
扎,zhā,to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from 'jar'); used in 挣扎
扎实,zhāshi,strong; solid; sturdy; firm
炸,zhá,to deep-fry; (zhà) to explode; to burst; to blow up
炸弹,zhàdàn,bomb
炸药,zhàyào,explosive (material)
债,zhài,debt
占据,zhànjù,to occupy; to hold
战场,zhànchǎng,battlefield
战略,zhànlu:è,strategy
战术,zhànshù,tactics
战友,zhànyǒu,comrade-in-arms; battle companion
站台,zhàntái,platform (at a railway station); (Tw) (of an influential person) to publicly lend one's support (e.g. for an election candidate); (Tw) website
章,zhāng,chapter; section; clause; movement (of symphony)
长短,chángduǎn,length; accident; mishap; right and wrong
长假,chángjià,long vacation
长久,chángjiǔ,(for a) long time
长跑,chángpǎo,long-distance running
长远,chángyuǎn,long-term; long-range
掌声,zhǎngshēng,applause
账,zhàng,account; bill; debt
账户,zhànghù,bank account; online account
障碍,zhàngài,barrier; obstruction; hindrance; impediment
招,zhāo,to recruit; to provoke; to beckon; to incur
招聘,zhāopìn,to invite applications for a job; to recruit
照样,zhàoyàng,as before; (same) as usual; in the same manner; still
照耀,zhàoyào,to shine; to illuminate
哲学,zhéxué,philosophy
这就是说,zhèjiùshìshuō,in other words; that is to say
镇,zhèn,town; to press down; to calm; to guard; to chill
争夺,zhēngduó,to fight over; to contest; to vie over
整顿,zhěngdùn,to tidy up; to reorganize; to consolidate; to rectify
整治,zhěngzhì,to bring under control; to regulate; to restore to good condition; (coll.) to fix (a person)
正当,zhèngdāng,timely; just (when needed); honest; reasonable
政策,zhèngcè,policy
政党,zhèngdǎng,political party
政权,zhèngquán,regime; political power
症状,zhèngzhuàng,symptom (of an illness)
之类,zhīlèi,and so on; and such
支撑,zhīchēng,to prop up; to support; strut; brace
支援,zhīyuán,to provide assistance; to support; to back
枝,zhī,branch; classifier for sticks; rods; pencils etc
知名,zhīmíng,well-known; famous
织,zhī,to weave
直升机,zhíshēngjī,helicopter
职责,zhízé,duty; responsibility; obligation
止,zhǐ,to stop; to prohibit; until; only
只得,zhǐdé,to have no alternative but to; to be obliged to
只顾,zhǐgù,solely preoccupied (with one thing); engrossed; focusing (on sth); to look after only one aspect
只管,zhǐguǎn,solely engrossed in one thing; just (one thing no need to worry about the rest); simply; by all means
指定,zhǐdìng,to appoint; to assign; to indicate clearly and with certainty; designated
指数,zhǐshù,(numerical statistical) index; (math.) exponent; index; exponential (function growth)
指头,zhǐtou,finger; toe
指着,zhǐzhe,Poke
至于,zhìyú,as for; as to; to go so far as to
治病,zhìbìng,to treat an illness
智慧,zhìhuì,wisdom; knowledge; intelligent; intelligence
中等,zhōngděng,medium
中华,Zhōnghuá,China (alternate formal name)
中期,zhōngqī,middle (of a period of time); medium-term (plan forecast etc)
中外,zhōngwài,Sino-foreign; Chinese-foreign; home and abroad
忠心,zhōngxīn,good faith; devotion; loyalty; dedication
钟头,zhōngtóu,hour
肿,zhǒng,to swell; swelling; swollen
种种,zhǒngzhǒng,all kinds of
重建,chóngjiàn,to rebuild; to reestablish; reconstruction; rebuilding
重组,chóngzǔ,to reorganize; to recombine; to restructure
粥,zhōu,congee; gruel; porridge
珠宝,zhūbǎo,pearls; jewels; precious stones
诸位,zhūwèi,(pron) everyone; Ladies and Gentlemen; Sirs
主持人,zhǔchírén,TV or radio presenter; host; anchor
主角,zhǔjué,leading role; lead; protagonist
主流,zhǔliú,main stream (of a river); fig. the essential point; main viewpoint of a matter; mainstream (culture etc)
煮,zhǔ,to cook; to boil
住宅,zhùzhái,residence; dwelling; abode
驻,zhù,to halt; to stay; to be stationed (of troops diplomats etc)
柱子,zhùzi,pillar
祝愿,zhùyuàn,to wish
专用,zhuānyòng,special; dedicated
赚,zhuàn,to earn; to make a profit; to cheat; to swindle
赚钱,zhuànqián,to earn money; moneymaking
装备,zhuāngbèi,equipment; to equip; to outfit
壮观,zhuàngguān,spectacular; magnificent sight
追究,zhuījiū,to investigate; to look into
捉,zhuō,to clutch; to grab; to capture
咨询,zīxún,to consult; to seek advice; consultation; (sales) inquiry (formal)
自来水,zìláishuǐ,running water; tap water
自我,zìwǒ,self-; ego (psychology)
自学,zìxué,self-study; to study on one's own
自言自语,zìyánzìyǔ,to talk to oneself; to think aloud; to soliloquize
自在,zìzai,comfortable; at ease
宗教,zōngjiào,religion
总部,zǒngbù,general headquarters
总监,zǒngjiān,head; director (of an organizational unit); (police) commissioner; inspector-general
总经理,zǒngjīnglǐ,general manager; CEO
总量,zǒngliàng,total; overall amount
走私,zǒusī,to smuggle; to have an illicit affair
奏,zòu,to play music; to achieve; to present a memorial to the emperor (old)
租金,zūjīn,rent
足,zú,foot; enough; sufficient; ample; fully
足以,zúyǐ,sufficient to...; so much so that; so that
族,zú,race; nationality; ethnicity; clan
祖父,zǔfù,father's father; paternal grandfather
祖国,zǔguó,motherland
祖母,zǔmǔ,father's mother; paternal grandmother
钻,zuān,to drill; to bore; to get into; to study intensively; (zuàn) drill bit; diamond
最佳,zuìjiā,optimum; optimal; peak; best (athlete movie etc)
最终,zuìzhōng,final; ultimate
罪,zuì,guilt; crime; fault; blame
罪恶,zuìè,crime; evil; sin
作,zuò,to do; to make; to compose; to regard as; work; (zuō) workshop
作废,zuòfèi,to become invalid; to cancel; to delete; to nullify
作战,zuòzhàn,combat; to fight
座谈会,zuòtánhuì,conference; symposium; rap session
