Chinese (Simpl.),Pinyin,English
扣留,kòuliú,to detain; to arrest; to hold; to confiscate
扣人心弦,kòurénxīnxián,to excite; to thrill; exciting; thrilling
扣押,kòuyā,to detain; to hold in custody; to distrain; to seize property
枯燥,kūzào,dry and dull; uninteresting; dry-as-dust
哭泣,kūqì,to weep
哭笑不得,kūxiàobùdé,lit. not to know whether to laugh or cry (idiom); both funny and extremely embarrassing; between laughter and tears
窟窿,kūlong,hole; pocket; cavity; loophole
苦力,kǔlì,bitter work; hard toil; (loanword) coolie; unskilled Chinese laborer in colonial times
苦练,kǔliàn,to train hard; to practice diligently; hard work; blood; sweat; and tears
苦难,kǔnàn,suffering
苦恼,kǔnǎo,vexed; distressed
苦笑,kǔxiào,to force a smile; a bitter laugh
苦心,kǔxīn,painstaking effort; to take a lot of trouble; laborious at pains
酷似,kùsì,to strikingly resemble
夸,kuā,to praise; to boast; to exaggerate
夸大,kuādà,to exaggerate
夸奖,kuājiǎng,to praise; to applaud; to compliment
夸夸其谈,kuākuāqítán,to talk big; to sound off; bombastic; grandiloquent
夸耀,kuāyào,to brag about; to flaunt
夸张,kuāzhāng,to exaggerate; overstated; exaggerated; hyperbole
垮,kuǎ,to collapse (lit. or fig.)
挎,kuà,to carry (esp. slung over the arm shoulder or side)
跨国,kuàguó,transnational; multinational
跨越,kuàyuè,to step across; step over
快捷,kuàijié,quick; fast; nimble; agile
宽敞,kuānchang,spacious; wide
宽泛,kuānfàn,wide-ranging
宽厚,kuānhòu,tolerant; generous; magnanimous; thick and broad (build)
宽容,kuānróng,lenient; tolerant; indulgent; charitable
宽恕,kuānshù,to forgive; forgiveness
宽松,kuānsōng,spacious; roomy; uncrowded; (of clothes) loose and comfortable
款式,kuǎnshì,pattern; style; design; elegant
款项,kuǎnxiàng,funds; a sum of money
框,kuàng,frame (e.g. door frame); casing; fig. framework; template
框架,kuàngjià,(construction) frame; (fig.) framework
筐,kuāng,basket
狂欢,kuánghuān,party; carousal; hilarity; merriment
狂欢节,kuánghuānjié,carnival
狂热,kuángrè,zealotry; fanatical; feverish
况且,kuàngqiě,moreover; besides; in addition; furthermore
旷课,kuàngkè,to play truant; to cut classes
矿藏,kuàngcáng,mineral resources
亏本,kuīběn,to make a loss
亏损,kuīsǔn,deficit; (financial) loss
昆虫,kūnchóng,insect
捆,kǔn,a bunch; to tie together; bundle
困惑,kùnhuò,bewildered; perplexed; confused; difficult problem
困境,kùnjìng,predicament; plight
扩,kuò,to enlarge
扩建,kuòjiàn,to extend (a building an airport runway etc)
扩散,kuòsàn,to spread; to proliferate; to diffuse
扩张,kuòzhāng,expansion; dilation; to expand (e.g. one's power or influence); to broaden
括弧,kuòhú,parenthesis
阔绰,kuòchuò,ostentatious; extravagant; liberal with money
拉动,lādòng,to pull; (fig.) to stimulate (economic activity); to motivate (people to do sth)
拉拢,lālǒng,to rope in; fig. to involve sb; to entice
拉锁,lāsuǒ,zipper
喇叭,lǎba,horn (automobile etc); loudspeaker; brass wind instrument; trumpet
腊月,Làyuè,twelfth lunar month
蜡,là,candle; wax
蜡烛,làzhú,candle
辣椒,làjiāo,hot pepper; chili
啦啦队,lālāduì,cheerleading squad
来宾,láibīn,guest; visitor
来电,láidiàn,incoming telephone call (or telegram); to phone in; to send in a telegram; to have an instant attraction to sb
来访,láifǎng,to pay a visit
来回,láihuí,to make a round trip; return journey; back and forth; to and fro
来历,láilì,history; antecedents; origin
来临,láilín,to approach; to come closer
来龙去脉,láilóngqùmài,the rise and fall of the terrain (idiom); (fig.) the whole sequence of events; causes and effects
来年,láinián,next year; the coming year
来源于,láiyuányú,to originate in
拦,lán,to block sb's path; to obstruct; to flag down (a taxi)
栏,lán,fence; railing; hurdle; column or box (of text or other data)
栏杆,lángān,railing; banister
蓝图,lántú,blueprint
揽,lǎn,to monopolize; to seize; to take into one's arms; to embrace
缆车,lǎnchē,cable car
懒得,lǎndé,not to feel like (doing sth); disinclined to
懒惰,lǎnduò,idle; lazy
滥用,lànyòng,to misuse; to abuse
狼,láng,wolf
狼狈,lángbèi,in a difficult situation; to cut a sorry figure; scoundrel! (derog.)
朗诵,lǎngsòng,to read aloud with expression; to recite; to declaim
浪,làng,wave; breaker; unrestrained; dissipated
捞,lāo,to fish up; to dredge up
劳动力,láodònglì,labor force; manpower
劳累,láolèi,tired; exhausted; worn out; to toil
劳务,láowù,service (work done for money); services (as in 'goods and services')
牢固,láogù,firm; secure
牢记,láojì,to keep in mind; to remember
牢牢,láoláo,firmly; safely
唠叨,láodao,to prattle; to chatter away; to nag; garrulous
老伴儿,lǎobànr,(coll.) (of an old couple) husband or wife
老大,lǎodà,old age; very; eldest child in a family; leader of a group
老汉,lǎohàn,old man; I (an old man referring to himself)
老化,lǎohuà,(of a person population or material) to age; (of knowledge) to become outdated
老人家,lǎorénjiā,polite term for old woman or man
老实说,lǎoshíshuō,honestly speaking; to be frank; ...
老远,lǎoyuǎn,very far away
老字号,lǎozìhào,shop; firm; or brand of merchandise with a long-established reputation
姥姥,lǎolao,(coll.) mother's mother; maternal grandmother
姥爷,lǎoye,maternal grandfather (dialectal)
潦草,liáocǎo,slipshod; careless; slovenly; (of handwriting) scrawly
涝,lào,flooded
乐器,yuèqì,musical instrument
乐意,lèyì,to be willing to do sth; to be ready to do sth; to be happy to do sth; content
乐园,lèyuán,paradise
了结,liǎojié,to settle; to finish; to conclude; to wind up
了却,liǎoquè,to resolve; to settle
勒,lè,to rein in; to compel; to force; to carve
雷同,léitóng,mirroring others; identical
类别,lèibié,classification; category
累积,lěijī,to accumulate
累计,lěijì,to calculate the running total; cumulative; total; in total
棱角,léngjiǎo,edge and corner; protrusion; sharpness (of a protrusion); craggy
冷淡,lěngdàn,cold; indifferent
冷冻,lěngdòng,to freeze; to deep-freeze
冷酷,lěngkù,unfeeling; callous
冷酷无情,lěngkùwúqíng,cold-hearted; unfeeling; callous
冷落,lěngluò,desolate; unfrequented; to treat sb coldly; to snub
冷门,lěngmén,a neglected branch (of arts science sports etc); fig. a complete unknown who wins a competition
冷漠,lěngmò,cold and detached towards sb; lack of regard; indifference; neglect
冷笑,lěngxiào,to sneer; to laugh grimly; grin of dissatisfaction (bitterness helplessness indignation etc); bitter; grim; sarcastic or angry smile
冷战,Lěngzhàn,(US-Soviet) Cold War; cold war; (fig.) strained relationship; to be barely on speaking terms
愣,lèng,to look distracted; to stare blankly; distracted; blank
离谱儿,lípǔr5,Scientific
离奇,líqí,odd; bizarre
离职,lízhí,to leave one's job temporarily (e.g. for study); to leave one's job; to resign
黎明,límíng,dawn; daybreak
礼服,lǐfú,ceremonial robe; formal attire (dinner suit evening gown etc)
礼品,lǐpǐn,gift; present
礼仪,lǐyí,etiquette; ceremony
里程碑,lǐchéngbēi,milestone
理睬,lǐcǎi,to heed; to pay attention to
理会,lǐhuì,to understand; to pay attention to; to take notice of
理科,lǐkē,the sciences (as opposed to the humanities 科)
理念,lǐniàn,idea; concept; philosophy; theory
理事,lǐshì,member of council; (literary) to take care of matters
理所当然,lǐsuǒdāngrán,as it should be by rights (idiom); proper and to be expected as a matter of course; inevitable and right
理性,lǐxìng,reason; rationality; rational
理直气壮,lǐzhíqìzhuàng,in the right and self-confident (idiom); bold and confident with justice on one's side; to have the courage of one's convictions; just and forceful
力不从心,lìbùcóngxīn,less capable than desirable (idiom); not as strong as one would wish; the spirit is willing but the flesh is weak
力度,lìdù,strength; vigor; efforts; (music) dynamics
力求,lìqiú,to make every effort to; striving to do one's best
力所能及,lìsuǒnéngjí,as far as one's capabilities extend (idiom); to the best of one's ability; within one's powers
力争,lìzhēng,to work hard for; to do all one can; to contend strongly
历程,lìchéng,course; process
历届,lìjiè,all previous (meetings sessions etc)
历经,lìjīng,to experience; to go through
历来,lìlái,always; throughout (a period of time); (of) all-time
历时,lìshí,to last; to take (time); period; diachronic
立方,lìfāng,cube (math.)
立方米,lìfāngmǐ,cubic meter (unit of volume)
立功,lìgōng,to render meritorious service (one the three imperishables 朽); to make worthy contributions; to distinguish oneself
立交桥,lìjiāoqiáo,overpass; flyover
立体,lìtǐ,three-dimensional; solid; stereoscopic
立足,lìzú,to stand; to have a footing; to be established; to base oneself on
利害,lìhài,pros and cons; advantages and disadvantages; gains and losses; terrible
利率,lìlǜ,interest rates
利索,lìsuo,nimble
励志,lìzhì,to pursue a goal with determination; inspirational; motivational
粒,lì,grain; granule; classifier for small round things (peas bullets peanuts pills grains etc)
连滚带爬,liángǔndàipá,rolling and crawling; trying frantically to escape (idiom)
连绵,liánmián,continuous; unbroken; uninterrupted; extending forever into the distance (of mountain range river etc)
连任,liánrèn,to continue in (a political) office; to serve for another term of office
连锁,liánsuǒ,to interlock; to be linked; chain (store etc)
连锁店,liánsuǒdiàn,chain store
连夜,liányè,that very night; through the night; for several nights in a row
帘子,liánzi,curtain
怜惜,liánxī,to take pity on; to feel tenderness toward
莲子,liánzǐ,lotus seed
联邦,liánbāng,federal; federation; commonwealth; federal union
联欢,liánhuān,to have a get-together; celebration; party
联网,liánwǎng,to connect (or be connected) to a network; to network
廉价,liánjià,cheaply-priced; low-cost
廉洁,liánjié,incorruptible; unbribable; honest
廉正,liánzhèng,upright and honest; integrity
廉政,liánzhèng,to govern with integrity; clean and honest government
脸颊,liǎnjiá,cheek
炼,liàn,to refine; to smelt
恋恋不舍,liànliànbùshě,reluctant to part
良,liáng,good; very; very much
良心,liángxīn,conscience
良性,liángxìng,positive (in its effect); leading to good consequences; virtuous; (medicine) benign (tumor etc)
凉爽,liángshuǎng,cool and refreshing
两口子,liǎngkǒuzi,husband and wife
两栖,liǎngqī,amphibious; dual-talented; able to work in two different lines
亮点,liàngdiǎn,highlight; bright spot
亮丽,liànglì,bright and beautiful
亮相,liàngxiàng,to strike a pose (Chinese opera); (fig.) to make a public appearance; to come out in public (revealing one's true personality opinions etc); (of a product) to appear on the market or at a trade show etc
谅解,liàngjiě,to understand; to make allowances for; understanding
辽阔,liáokuò,vast; extensive
疗法,liáofǎ,therapy; treatment
疗效,liáoxiào,healing efficacy; healing effect
寥寥无几,liáoliáowújǐ,just a very few (idiom); tiny number; not many at all; You count them on your fingers.
料到,liàodào,to foresee; to anticipate
料理,liàolǐ,to arrange; to handle; to cook; cuisine
列举,lièjǔ,a list; to list; to enumerate
劣势,lièshì,inferior; disadvantaged
劣质,lièzhì,shoddy; of poor quality
烈士,lièshì,martyr
猎犬,lièquǎn,hound; hunting dog
猎人,lièrén,hunter
裂缝,lièfèng,crack; crevice
裂痕,lièhén,crack; gap; split
咧嘴,liězuǐ,to grin
拎,līn,to lift up; to carry in one's hand
邻国,línguó,bordering country; neighbor country; neighboring countries; surrounding countries
临,lín,to face; to overlook; to arrive; to be (just) about to
临床,línchuáng,clinical
临街,línjiē,facing the street
临近,línjìn,close to; approaching
淋,lín,to sprinkle; to drip; to pour; to drench
灵,líng,quick; alert; efficacious; effective
灵感,línggǎn,inspiration; insight; a burst of creativity in scientific or artistic endeavor
灵魂,línghún,soul; spirit
灵机一动,língjīyīdòng,a bright idea suddenly occurs (idiom); to hit upon an inspiration; to be struck by a brainwave
灵敏,língmǐn,smart; clever; sensitive; keen
灵巧,língqiǎo,deft; nimble; ingenious
灵通,língtōng,fast and abundant (news); clever; effective
凌晨,língchén,very early in the morning; in the wee hours
零花钱,línghuāqián,pocket money; allowance
零件,língjiàn,part; component
零钱,língqián,change (of money); small change; pocket money
零售,língshòu,to retail; to sell individually or in small quantities
领队,lǐngduì,to lead a group; leader of a group; captain (of sports squad)
领略,lǐnglu:è,to have a taste of; to realize; to appreciate
领会,lǐnghuì,to understand; to comprehend; to grasp
领军,lǐngjūn,to lead troups; (fig.) to lead; leading
领事,lǐngshì,consul
领事馆,lǐngshìguǎn,consulate
领土,lǐngtǔ,territory
领悟,lǐngwù,to understand; to comprehend
领养,lǐngyǎng,to adopt (a child); adoption
领域,lǐngyù,domain; sphere; field; territory
溜,liū,to slip away; to escape in stealth; to skate; used in 溜
溜达,liūda,to stroll; to go for a walk
浏览,liúlǎn,to skim over; to browse
浏览器,liúlǎnqì,browser (software)
流畅,liúchàng,flowing (of speech writing); fluent; smooth and easy
流程,liúchéng,course; stream; sequence of processes; work flow in manufacturing
流浪,liúlàng,to drift about; to wander; to roam; nomadic
流泪,liúlèi,to shed tears
流量,liúliàng,flow rate; throughput of passengers; volume of traffic; (hydrology) discharge
流露,liúlù,to reveal (indirectly implicitly); to show (interest contempt etc) by means of one's actions; tone of voice etc
流氓,liúmáng,rogue; hoodlum; gangster; immoral behavior
流入,liúrù,to flow into; to drift into; influx; inflow
流失,liúshī,(of soil etc) to wash away; to be eroded; (fig.) (of talented staff followers of a religious faith investment funds etc) to go elsewhere; to fail to be retained
流水,liúshuǐ,running water; (business) turnover
流淌,liútǎng,to flow
流向,liúxiàng,direction of a current; direction of flow; to flow toward
流血,liúxuè,to bleed; to shed blood
流域,liúyù,river basin; valley; drainage area
流转,liúzhuǎn,to be on the move; to roam or wander; to circulate (of goods or capital)
留恋,liúliàn,reluctant to leave; to hate to have to go; to recall fondly
留念,liúniàn,to keep as a souvenir; to recall fondly
留神,liúshén,to take care; to be careful
留心,liúxīn,to be careful; to pay attention to
留意,liúyì,to be mindful; to pay attention to; to take note of
遛,liù,to stroll; to walk (an animal)
柳树,liǔshù,willow
龙舟,lóngzhōu,dragon boat; imperial boat
笼统,lǒngtǒng,general; broad; sweeping; lacking in detail
笼罩,lǒngzhào,to envelop; to shroud
笼子,lóngzi,cage; basket; container
聋,lóng,deaf
聋人,lóngrén,deaf person; hearing-impaired person
隆重,lóngzhòng,grand; prosperous; ceremonious; solemn
垄断,lǒngduàn,to monopolize
搂,lǒu,to hug; to embrace; (lōu) to gather up; to rake
芦花,lúhuā,reed catkin; reed flower
炉灶,lúzào,stove
炉子,lúzi,stove; oven; furnace
卤味,lǔwèi,food prepared by stewing in soy sauce and spices
鲁莽,lǔmǎng,hot-headed; impulsive; reckless
录制,lùzhì,to record (video or audio)
鹿,lù,deer
路程,lùchéng,route; path traveled; distance traveled; course (of development)
路灯,lùdēng,street lamp; street light
路段,lùduàn,stretch of road; section of a highway or railway
路况,lùkuàng,road condition(s) (e.g. surface traffic flow etc)
路面,lùmiàn,road surface
路人,lùrén,passer-by; stranger
路途,lùtú,(lit. and fig.) road; path
路子,lùzi,method; way; approach
露面,lòumiàn,to show one's face; to appear (in public)
露天,lùtiān,outdoors; al fresco; in the open
旅程,lǚchéng,journey; trip
旅途,lǚtú,journey; trip
铝,lǚ,aluminum (chemistry)
屡,lǚ,time and again; repeatedly; frequently
屡次,lǚcì,repeatedly; time and again
缕,lǚ,strand; thread; detailed; in detail
履行,lǚxíng,to fulfill (one's obligations); to carry out (a task); to implement (an agreement); to perform
率,lǜ,rate; frequency; to lead; to command
绿地,lǜdì,green area (e.g. urban park or garden)
绿灯,lǜdēng,green light (traffic signal); (fig.) permission to proceed
孪生,luánshēng,(adj.) twin
卵,luǎn,egg; ovum; spawn; (coll.) testicles
乱七八糟,luànqībāzāo,(idiom) chaotic; in disorder; muddled
抡,lūn,to swing (one's arms a heavy object); to wave (a sword one's fists); to fling (money); to select
伦理,lúnlǐ,ethics
轮换,lúnhuàn,to rotate; to take turns
轮廓,lúnkuò,an outline; silhouette
轮流,lúnliú,to alternate; to take turns
轮胎,lúntāi,tire; pneumatic tire
论述,lùnshù,treatise; discourse; exposition
论坛,lùntán,forum (for discussion)
论证,lùnzhèng,to prove a point; to expound on; to demonstrate or prove (through argument); proof
罗,luó,gauze; to collect; to gather; to catch
萝卜,luóbo,radish (Raphanus sativus); esp. white radish 白萝卜
螺丝,luósī,screw
裸,luǒ,naked
裸露,luǒlù,naked; bare; uncovered; exposed
络绎不绝,luòyìbùjué,(idiom) continuously; in an endless stream
落差,luòchā,drop in elevation; (fig.) gap (in wages expectations etc); disparity
落地,luòdì,to fall to the ground; to be set on the ground; to reach to the ground; to be born
落户,luòhù,to settle; to set up home
落下,luòxià,to fall; to drop; to land (of projectile)
麻,má,hemp; generic name for hemp; flax etc; hemp or flax fiber for textile materials; sesame
麻痹,mábì,paralysis; palsy; numbness; to benumb
麻将,májiàng,mahjong
麻辣,málà,hot and numbing
麻木,mámù,numb; insensitive; apathetic
麻醉,mázuì,anesthesia; to anesthetize; (fig.) to corrupt (sb's mind); to enervate
马后炮,mǎhòupào,lit. firing after the horse; fig. belated action; giving advice in hindsight; lit. firing after the horse
马虎,mǎhu,careless; sloppy; negligent; skimpy
马力,mǎlì,horsepower
马桶,mǎtǒng,chamber pot; wooden pan used as toilet; toilet bowl
马戏,mǎxì,circus
码,mǎ,weight; number; code; to pile
埋藏,máicáng,to bury; to hide by burying; hidden
埋伏,máifú,to ambush; to lie in wait for; to lie low; ambush
埋没,máimò,to engulf; to bury; to overlook; to stifle
埋怨,mányuàn,to complain; to grumble (about); to reproach; to blame
买不起,mǎibuqǐ,cannot afford; can't afford buying
迈,mài,to take a step; to stride
迈进,màijìn,to step in; to stride forward; to forge ahead
卖弄,màinong,to show off; to make a display of
脉搏,màibó,pulse (both medical and figurative)
脉络,màiluò,arteries and veins; network of blood vessels; vascular system (of a plant or animal); (fig.) fabric (i.e. underlying structure as in 'social fabric')
蛮,mán,barbarian; bullying; very; quite
瞒,mán,to conceal from; to keep (sb) in the dark
满怀,mǎnhuái,to have one's heart filled with; (to collide) full on; (of farm animals) heavy with young
慢慢来,mànmànlái,take your time; take it easy
慢性,mànxìng,slow and patient; chronic (disease); slow to take effect (e.g. a slow poison)
漫,màn,free; unrestrained; to inundate
漫游,mànyóu,to travel around; to roam; (mobile telephony) roaming
蔓延,mànyán,to extend; to spread
忙活,mánghuo,to be really busy; pressing business
忙碌,mánglù,busy; bustling
忙乱,mángluàn,rushed and muddled
盲目,mángmù,blind; blindly; ignorant; lacking understanding
茫然,mángrán,blankly; vacantly; at a loss
矛头,máotóu,spearhead; barb; an attack or criticism
茅台,Máotái,Maotai town in Renhuai county; Guizhou; Maotai liquor 茅台酒
茅台酒,máotáijiǔ,maotai (a Chinese liquor)
茂密,màomì,dense (of plant growth); lush
茂盛,màoshèng,lush
冒充,màochōng,to feign; to pretend to be; to pass oneself off as
冒犯,màofàn,to offend
冒昧,màomèi,bold; presumptuous; to take the liberty of
冒险,màoxiǎn,to take risks; to take chances; foray; adventure
没劲,méijìn,to have no strength; to feel weak; exhausted; feeling listless
没落,mòluò,to decline; to wane
没说的,méishuōde,nothing to pick on; really good; nothing to discuss; settled matter
没完没了,méiwánméiliǎo,without end; incessantly; on and on
没意思,méiyìsi,boring; of no interest
没辙,méizhé,at one's wit's end; unable to find a way out
没准儿,méizhǔnr,not sure; maybe
枚,méi,classifier for coins; rings; badges; pearls; sporting medals; rockets; satellites etc; tree trunk; whip; wooden peg; used as a gag for marching soldiers (old)
玫瑰,méiguī,rugosa rose (shrub) (Rosa rugosa); rose flower
眉开眼笑,méikāiyǎnxiào,brows raised in delight; eyes laughing (idiom); beaming with joy; all smiles
眉毛,méimao,eyebrow
煤矿,méikuàng,coal mine; coal seam
煤炭,méitàn,coal
每当,měidāng,whenever; every time
每逢,měiféng,every time; on each occasion; whenever
美德,měidé,virtue; moral excellence
美观,měiguān,pleasing to the eye; beautiful; artistic
美化,měihuà,to make more beautiful; to decorate; embellishment
美景,měijǐng,beautiful scenery
美满,měimǎn,happy; blissful
美妙,měimiào,beautiful; wonderful; splendid
美人,měirén,beauty; belle
美味,měiwèi,delicious; delicious food; delicacy
美中不足,měizhōngbùzú,everything is fine except for one small defect (idiom); the fly in the ointment
美滋滋,měizīzī,very happy; elated
魅力,mèilì,charm; fascination; glamor; charisma
门当户对,méndānghùduì,the families are well-matched in terms of social status (idiom); (of a prospective marriage partner) an appropriate match
门槛,ménkǎn,doorstep; sill; threshold; fig. knack or trick (esp. scheme to get sth cheaper)
门铃,ménlíng,doorbell
门路,ménlù,way of doing sth; the right social connection
闷,mēn,stuffy; shut indoors; to smother; to cover tightly
萌发,méngfā,to sprout; to shoot; to bud
萌芽,méngyá,to sprout (lit. or fig.); to bud; to germinate; germ
盟友,méngyǒu,ally
朦胧,ménglóng,(literary) (of moonlight) dim; (literary) murky; indistinct
猛烈,měngliè,fierce; violent; vigorous; intense
猛然,měngrán,suddenly; abruptly
梦幻,mènghuàn,dream; illusion; reverie
弥补,míbǔ,to complement; to make up for a deficiency
弥漫,mímàn,to pervade; to fill the air; diffuse; everywhere present
迷惑,míhuo,to puzzle; to confuse; to baffle
迷惑不解,míhuòbùjiě,to feel puzzled
迷恋,míliàn,to be infatuated with; to be enchanted by; to be passionate about
迷路,mílù,to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)
迷失,míshī,to lose (one's bearings); to get lost
谜,mí,riddle; puzzle (谜语)
谜底,mídǐ,answer to a riddle
谜团,mítuán,riddle; enigma; unpredictable situation; elusive matters
谜语,míyǔ,riddle; conundrum
秘方,mìfāng,secret recipe
秘诀,mìjué,secret know-how; key (to longevity); secret (of happiness); recipe (for success)
密不可分,mìbùkěfēn,inextricably linked (idiom); inseparable
密度,mìdù,density; thickness
密封,mìfēng,to seal up
密集,mìjí,concentrated; crowded together; intensive; compressed
蜜,mì,honey
蜜蜂,mìfēng,bee; honeybee
蜜月,mìyuè,honeymoon
棉花,miánhua,cotton
免,miǎn,to excuse sb; to exempt; to remove or dismiss from office; to avoid
免不了,miǎnbùliǎo,unavoidable; can't be avoided
免除,miǎnchú,to prevent; to avoid; to excuse; to exempt
免疫,miǎnyì,immunity (to disease)
免职,miǎnzhí,to relieve sb of his post; to sack; to demote; dismissal
勉强,miǎnqiǎng,to do with difficulty; to force sb to do sth; reluctant; barely enough
缅怀,miǎnhuái,to commemorate; to recall fondly; to think of the past
面部,miànbù,face (body part)
面粉,miànfěn,flour
面红耳赤,miànhóngěrchì,flushed with anger (or excitement)
面面俱到,miànmiànjùdào,(idiom) take care of everything; handle everything
面目全非,miànmùquánfēi,nothing remains the same (idiom); change beyond recognition
苗,miáo,sprout; seedling; young plant
苗条,miáotiao,(of a woman) slim; slender; graceful
苗头,miáotou,first signs; development (of a situation)
描绘,miáohuì,to describe; to portray
瞄准,miáozhǔn,to take aim at; to target
渺小,miǎoxiǎo,minute; tiny; negligible; insignificant
庙,miào,temple; ancestral shrine; temple fair; great imperial hall
庙会,miàohuì,temple fair
灭绝,mièjué,to become extinct; to die out; to lose (sth abstract) completely; to exterminate
灭亡,mièwáng,to be destroyed; to become extinct; to perish; to die out
民办,mínbàn,run by the local people; privately operated
民俗,mínsú,popular custom
民用,mínyòng,(for) civilian use
民众,mínzhòng,the populace; the masses; the common people
敏捷,mǐnjié,nimble; quick; shrewd
敏锐,mǐnruì,keen; sharp; acute
名副其实,míngfùqíshí,not just in name only; but also in reality (idiom); aptly named; worthy of the name
名贵,míngguì,famous and valuable; rare; precious
名利,mínglì,fame and profit
名气,míngqì,reputation; fame
名声,míngshēng,reputation
名言,míngyán,saying; famous remark
名著,míngzhù,masterpiece
明朗,mínglǎng,bright; clear; obvious; forthright
明媚,míngmèi,bright and beautiful
明智,míngzhì,sensible; wise; judicious; sagacious
铭记,míngjì,to engrave in one's memory
命名,mìngmíng,to give a name to; to dub; to christen; to designate
命题,mìngtí,proposition (logic math.); to assign an essay topic
摸索,mōsuo,to feel about; to grope about; to fumble; to do things slowly
模拟,mónǐ,imitation; to simulate; to imitate; analog (device as opposed to digital)
磨合,móhé,to break in; to wear in
磨难,mónàn,a torment; a trial; tribulation; a cross (to bear)
磨损,mósǔn,to suffer wear and tear; to deteriorate through use; to wear out
蘑菇,mógu,mushroom; to pester; to dawdle
魔鬼,móguǐ,devil
魔术,móshù,magic
抹,mǒ,to smear; to apply; to wipe off; to erase (mā only in 抹布 抹桌子)
末日,mòrì,doomsday; the end; final days
陌生,mòshēng,strange; unfamiliar
莫非,mòfēi,can it be possible that; could it be
莫过于,mòguòyú,nothing can surpass
莫名其妙,mòmíngqímiào,(idiom) baffling; bizarre; without rhyme or reason; inexplicable
漠然,mòrán,indifferent; apathetic; cold
墨,Mò,ink stick; China ink; corporal punishment consisting of tattooing characters on the victim's forehead
默读,mòdú,to read in silence
默默无闻,mòmòwúwén,obscure and unknown (idiom); an outsider without any reputation; a nobody; an unknown quantity
默契,mòqì,tacit understanding; mutual understanding; rapport; connected at a deep level with each other
谋害,móuhài,to conspire to murder; to plot against sb's life
谋求,móuqiú,to seek; to strive for
谋生,móushēng,to seek one's livelihood; to work to support oneself; to earn a living
亩,mǔ,classifier for fields; unit of area equal to one fifteenth of a hectare
牡丹,mǔdan,tree peony (Paeonia suffruticosa)
木板,mùbǎn,slab; board; plank
木材,mùcái,wood
木匠,mùjiàng,carpenter
木偶,mùǒu,puppet
目不转睛,mùbùzhuǎnjīng,unable to take one's eyes off (idiom); to gaze steadily; to stare
目的地,mùdìdì,destination (location)
目瞪口呆,mùdèngkǒudāi,dumbstruck (idiom); stupefied; stunned
目睹,mùdǔ,to witness; to see at first hand; to see with one's own eyes
目录,mùlù,catalog; table of contents; directory (on computer hard drive); list
目中无人,mùzhōngwúrén,to consider everyone else beneath one (idiom); so arrogant that no-one else matters; condescending; to go about with one's nose in the air
沐浴露,mùyùlù,shower gel
牧场,mùchǎng,pasture; grazing land; ranch
牧民,mùmín,herdsman
募捐,mùjuān,to solicit contributions; to collect donations
墓碑,mùbēi,gravestone; tombstone
墓地,mùdì,cemetery; graveyard
幕,mù,curtain or screen; canopy or tent; headquarters of a general; act (of a play)
幕后,mùhòu,behind the scenes
穆斯林,Mùsīlín,Muslim
拿手,náshǒu,expert in; good at
哪知道,nǎzhīdào,who would have thought that ...?
纳闷儿,nàmènr,puzzled; bewildered
纳入,nàrù,to bring into; to channel into; to integrate into; to incorporate
纳税,nàshuì,to pay taxes
纳税人,nàshuìrén,taxpayer
乃,nǎi,to be; thus; so; therefore
乃至,nǎizhì,and even; to go so far as to
耐,nài,(bound form) to bear; to endure; to withstand
耐人寻味,nàirénxúnwèi,thought-provoking; worth thinking over; to provide food for thought
耐性,nàixìng,patience
南瓜,nánguā,pumpkin
难处,nánchu,trouble; difficulty; problem
难得一见,nándéyījiàn,rarely seen
难点,nándiǎn,difficulty
难怪,nánguài,(it's) no wonder (that...); (it's) not surprising (that)
难关,nánguān,difficulty; crisis
难堪,nánkān,hard to take; embarrassed
难说,nánshuō,hard to tell (i.e. hard to judge or hard to predict); cannot bring oneself to say it
难为情,nánwéiqíng,embarrassed
难以想象,nányǐxiǎngxiàng,Unimaginable
难以置信,nányǐzhìxìn,hard to believe; incredible
挠,náo,to scratch; to thwart; to yield
恼羞成怒,nǎoxiūchéngnù,to fly into a rage out of humiliation; to be ashamed into anger (idiom)
脑海,nǎohǎi,the mind; the brain
脑筋,nǎojīn,brains; mind; head; way of thinking
闹事,nàoshì,to cause trouble; to create a disturbance
闹着玩儿,nàozhewánr,to play games; to joke around; to play a joke on sb
呐喊,nàhǎn,shout; rallying cry; cheering; to shout
内存,nèicún,internal storage; computer memory; random access memory (RAM)
内阁,nèigé,(government) cabinet
内涵,nèihán,meaningful content; implication; connotation (semantics); inner qualities (of a person)
内幕,nèimù,inside story; non-public information; behind the scenes; internal
内向,nèixiàng,reserved (personality); introverted; (economics etc) domestic-oriented
内行,nèiháng,expert; adept; experienced; an expert
内需,nèixū,domestic demand
嫩,nèn,young and tender; (of food) tender; lightly cooked; (of color) light
能耗,nénghào,energy consumption
能耐,néngnài,ability; capability
能人,néngrén,capable person; Homo habilis; extinct species of upright East African hominid
能源,néngyuán,energy; power source
尼龙,nílóng,nylon (loanword)
泥潭,nítán,quagmire
泥土,nítǔ,earth; soil; mud; clay
拟,nǐ,to draft; to plan; to imitate; to compare
拟定,nǐdìng,to draw up; to draft; to formulate
逆,nì,contrary; opposite; backwards; to go against
