Chinese (Simpl.),Pinyin,English
老鼠,lǎoshǔ,rat; mouse
姥姥,lǎolao,(coll.) mother's mother; maternal grandmother
乐观,lèguān,optimistic; hopeful
了不起,liǎobuqǐ,amazing; terrific; extraordinary
雷,léi,thunder; (bound form) (military) mine; as in 雷 land mine; (coll.) to shock; to stun
类,lèi,kind; type; class; category
厘米,límǐ,centimeter
离婚,líhūn,to divorce
梨,lí,pear
礼拜天,Lǐbàitiān,Sunday
理论,lǐlùn,theory; to argue; to take notice of
理由,lǐyóu,reason; grounds; justification
力量,lìliang,power; force; strength
立方,lìfāng,cube (math.)
立即,lìjí,immediately
立刻,lìkè,forthwith; immediate; prompt; promptly
利润,lìrùn,profits
利息,lìxī,interest (on a loan)
利益,lìyì,benefit; (in sb's) interest
利用,lìyòng,to exploit; to make use of; to use; to take advantage of
粒,lì,grain; granule; classifier for small round things (peas bullets peanuts pills grains etc)
连忙,liánmáng,promptly; at once
连续剧,liánxùjù,serialized drama; dramatic series; show in parts
联合,liánhé,to combine; to join; unite; alliance
恋爱,liànài,(romantic) love; in love; to have an affair
良好,liánghǎo,good; favorable; well; fine
粮食,liángshi,foodstuff; cereals
临时,línshí,as the time draws near; at the last moment; temporary; interim
灵活,línghuó,flexible; nimble; agile
铃,líng,(small) bell
零件,língjiàn,part; component
零钱,língqián,change (of money); small change; pocket money
零食,língshí,between-meal nibbles; snacks
领导,lǐngdǎo,lead; leading; to lead; leadership
领域,lǐngyù,domain; sphere; field; territory
浏览,liúlǎn,to skim over; to browse
流传,liúchuán,to spread; to circulate; to hand down
龙,lóng,dragon; imperial
漏,lòu,to leak; to divulge; to leave out by mistake; waterclock or hourglass (old)
陆地,lùdì,dry land (as opposed to the sea)
陆续,lùxù,in turn; successively; one after the other; bit by bit
录取,lùqǔ,to accept an applicant (prospective student employee etc) who passes an entrance exam; to admit (a student); to hire (a job candidate)
录音,lùyīn,to record (sound); sound recording
露,lù,dew; to reveal; to expose; to show; (lòu) to show (coll.)
轮流,lúnliú,to alternate; to take turns
论文,lùnwén,paper; treatise; thesis; to discuss a paper or thesis (old)
逻辑,luóji,logic (loanword)
落后,luòhòu,to fall behind; to lag (in technology etc); backward; to retrogress
骂,mà,to scold; to abuse; to curse
麦克风,màikèfēng,microphone (loanword)
馒头,mántou,steamed roll; steamed bun; steamed bread
满足,mǎnzú,to satisfy; to meet (the needs of); satisfied; content
毛,máo,hair; feather; down; wool
毛病,máobìng,fault; defect; shortcomings; ailment
矛盾,máodùn,contradiction; conflicting views; contradictory
冒险,màoxiǎn,to take risks; to take chances; foray; adventure
贸易,màoyì,(commercial) trade
眉毛,méimao,eyebrow
煤炭,méitàn,coal
美术,měishù,art; fine arts; painting
魅力,mèilì,charm; fascination; glamor; charisma
迷路,mílù,to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)
谜语,míyǔ,riddle; conundrum
秘密,mìmì,secret; private; confidential; clandestine
秘书,mìshū,secretary
密切,mìqiè,close; familiar; intimate; closely (related)
蜜蜂,mìfēng,bee; honeybee
棉花,miánhua,cotton
面对,miànduì,to face; to confront
面积,miànjī,area (of a floor piece of land etc); surface area; tract of land
面临,miànlín,to face sth; to be confronted with
苗条,miáotiao,(of a woman) slim; slender; graceful
描写,miáoxiě,to describe; to depict; to portray; description
秒,miǎo,second (unit of time); arc second (angular measurement unit); (coll.) instantly
民主,mínzhǔ,democracy
名牌,míngpái,famous brand; nameplate; name tag
名片,míngpiàn,(business) card
名胜,míngshèng,a place famous for its scenery or historical relics; scenic spot
明确,míngquè,clear-cut; definite; explicit; to clarify
明显,míngxiǎn,clear; distinct; obvious
明信片,míngxìnpiàn,postcard
明星,míngxīng,star; celebrity
命令,mìnglìng,order; command
命运,mìngyùn,fate; destiny
摸,mō,to feel with the hand; to touch; to stroke; to grope
模仿,mófǎng,to imitate; to copy; to emulate; to mimic
模糊,móhu,vague; indistinct; fuzzy
摩托车,mótuōchē,(loanword) motorbike; motorcycle
陌生,mòshēng,strange; unfamiliar
某,mǒu,some; a certain; sb or sth indefinite; such-and-such
木头,mùtou,slow-witted; blockhead; log (of wood timber etc)
目标,mùbiāo,target; goal; objective
目录,mùlù,catalog; table of contents; directory (on computer hard drive); list
目前,mùqián,at the present time; currently
哪怕,nǎpà,even; even if; even though; no matter how
难怪,nánguài,(it's) no wonder (that...); (it's) not surprising (that)
难看,nánkàn,ugly; unsightly
脑袋,nǎodai,head; skull; brains; mental capability
内科,nèikē,internal medicine; general medicine
嫩,nèn,young and tender; (of food) tender; lightly cooked; (of color) light
能干,nénggàn,capable; competent
能源,néngyuán,energy; power source
年代,niándài,a decade of a century (e.g. the Sixties); age; era; period
年纪,niánjì,age
念,niàn,to read; to study (a subject); to attend (a school); to read aloud
宁可,nìngkě,preferably; one would prefer to...(or not to...); would rather; (would) be better to
牛仔裤,niúzǎikù,jeans
农民,nóngmín,peasant; farmer
农业,nóngyè,agriculture; farming
浓,nóng,concentrated; dense; strong (smell etc)
女士,nǚshì,lady; madam; Miss; Ms
偶然,ǒurán,incidentally; occasional; occasionally; by chance
拍,pāi,to pat; to clap; to slap; to swat
排队,páiduì,to line up
排球,páiqiú,volleyball
派,pài,clique; school; group; faction
盼望,pànwàng,to hope for; to look forward to
培养,péiyǎng,to cultivate; to breed; to foster; to nurture
赔偿,péicháng,to compensate
佩服,pèifú,to admire
配合,pèihé,matching; fitting in with; compatible with; to correspond
盆,pén,basin; flower pot; unit of volume equal to 12 斗 and 8 升; approx 128 liters
碰见,pèngjiàn,to run into; to meet (unexpectedly); to bump into
批,pī,to criticize; to comment on; batch; (classifier for batches)
批准,pīzhǔn,to approve; to ratify
披,pī,to drape over one's shoulders; to open; to unroll; to split open
皮鞋,píxié,leather shoes
疲劳,píláo,fatigue; wearily; weariness; weary
匹,pǐ,classifier for horses and bolts of cloth
片,piàn,thin piece; slice; flake; classifier for flat objects
片面,piànmiàn,unilateral; one-sided
飘,piāo,to float
频道,píndào,frequency; (television) channel
品种,pǐnzhǒng,breed; variety
平,píng,flat; level; equal; to tie (make the same score)
平常,píngcháng,ordinary; common; usually; ordinarily
平等,píngděng,equal; equality
平方,píngfāng,square (as in square foot square mile square root)
平衡,pínghéng,balance; equilibrium
平静,píngjìng,tranquil; undisturbed; serene
平均,píngjūn,average; on average; evenly; in equal proportions
评价,píngjià,to evaluate; to assess
凭,píng,to lean against; to rely on; on the basis of; no matter (how what etc)
迫切,pòqiè,urgent; pressing
破产,pòchǎn,to go bankrupt; to become impoverished; bankruptcy
破坏,pòhuài,destruction; damage; to wreck; to break
朴素,pǔsù,plain and simple; unadorned; simple living; not frivolous
期待,qīdài,to look forward to; to await; expectation
期间,qījiān,period of time; time; time period; period
其余,qíyú,the rest; the others; remaining; remainder
奇迹,qíjì,miracle; miraculous; wonder; marvel
企图,qǐtú,to attempt; to try; attempt
企业,qǐyè,company; firm; enterprise; corporation
启发,qǐfā,to enlighten; to explain (a text etc); to stimulate (a mental attitude); enlightenment
气氛,qìfēn,atmosphere; mood
汽油,qìyóu,gasoline
牵,qiān,to lead along; to pull (an animal on a tether); (bound form) to involve; to draw in
谦虚,qiānxū,modest; self-effacing; to make modest remarks
签字,qiānzì,to sign (one's name); signature
前途,qiántú,prospects; future outlook; journey
浅,qiǎn,shallow; light (of color); simple; superficial
欠,qiàn,to owe; to lack; (literary) to be deficient in; (bound form) yawn
枪,qiāng,gun; firearm; rifle; spear
强调,qiángdiào,to emphasize (a statement); to stress
强烈,qiángliè,strong; intense
抢,qiǎng,to snatch; to grab; to rob; to fight over
悄悄,qiāoqiāo,quiet; making little or no noise; surreptitious; stealthy
瞧,qiáo,to look at; to see; to see (a doctor); to visit
巧妙,qiǎomiào,ingenious; clever; ingenuity; artifice
切,qiē,to cut; to slice; to carve; (math) tangential
亲爱,qīnài,dear; beloved; darling
亲切,qīnqiè,amiable; cordial; close and dear; familiar
亲自,qīnzì,personally; in person; oneself
侵略,qīnlu:è,to invade; invasion
勤奋,qínfèn,hardworking; diligent
勤劳,qínláo,hardworking; industrious; diligent
青,qīng,green; blue; youth
青春,qīngchūn,youth; youthfulness
青少年,qīngshàonián,adolescent; youth; teenager
轻视,qīngshì,contempt; contemptuous; to despise; to scorn
清淡,qīngdàn,light (of food not greasy or strongly flavored); insipid; slack (sales)
情景,qíngjǐng,scene; spectacle; circumstances; situation
情绪,qíngxù,mood; state of mind; moodiness
请求,qǐngqiú,to request; to ask; request
庆祝,qìngzhù,to celebrate
球迷,qiúmí,fan (ball sports)
趋势,qūshì,trend; tendency
取消,qǔxiāo,to cancel; cancellation
娶,qǔ,to take a wife; to marry (a woman)
去世,qùshì,to pass away; to die
圈,quān,circle; ring; loop; to encircle
全面,quánmiàn,all-around; comprehensive; total; overall
权力,quánlì,power; authority
权利,quánlì,right (i.e. an entitlement to sth); (classical) power and wealth
劝,quàn,to advise; to urge; to try to persuade; to exhort
缺乏,quēfá,to lack; to be short of
确定,quèdìng,definite; certain; fixed; to fix (on sth)
确认,quèrèn,to confirm; to verify; confirmation
燃烧,ránshāo,to ignite; to combust; to burn; combustion
嚷,rǎng,to shout; to bellow; to make a big deal of sth; to make a fuss about sth
绕,rào,to wind; to coil (thread); to rotate around; to spiral
热爱,rèài,to love ardently; to adore
热烈,rèliè,enthusiastic; ardent; warm
热心,rèxīn,enthusiastic; ardent; zealous
人才,réncái,talent; talented person; looks; attractive looks
人口,rénkǒu,population; people
人类,rénlèi,humanity; human race; mankind
人生,rénshēng,life (one's time on earth)
人事,rénshì,personnel; human resources; human affairs; ways of the world
人物,rénwù,person; personage; figure (esp. sb of importance); character (in a play novel etc)
人员,rényuán,staff; crew; personnel
忍不住,rěnbuzhù,cannot help; unable to bear
日常,rìcháng,day-to-day; daily; everyday
日程,rìchéng,schedule; itinerary
日历,rìlì,calendar
日期,rìqī,date
日用品,rìyòngpǐn,articles for daily use
荣幸,róngxìng,honored (to have the privilege of ...)
荣誉,róngyù,honor; credit; glory; (honorable) reputation
融化,rónghuà,to melt; to thaw; to dissolve; to blend into
如何,rúhé,how; what way; what
如今,rújīn,nowadays; now
软件,ruǎnjiàn,(computer) software
弱,ruò,weak; feeble; young; inferior
洒,sǎ,to sprinkle; to spray; to spill; to shed
嗓子,sǎngzi,throat; voice
杀,shā,to kill; to murder; to attack; to weaken or reduce
沙漠,shāmò,desert
沙滩,shātān,beach; sandy shore
傻,shǎ,foolish
晒,shài,(of the sun) to shine on; to bask in (the sunshine); to dry (clothes grain etc) in the sun; (fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from 'share')
删除,shānchú,to delete; to cancel
闪电,shǎndiàn,lightning
扇子,shànzi,fan
善良,shànliáng,good and honest; kindhearted
善于,shànyú,to be good at; to be adept at
商品,shāngpǐn,commodity; goods; merchandise
商业,shāngyè,business; trade; commerce
上当,shàngdàng,taken in (by sb's deceit); to be fooled; to be duped
勺子,sháozi,scoop; ladle
舌头,shétou,tongue; enemy soldier captured for the purpose of extracting information
蛇,shé,snake; serpent
舍不得,shěbude,to hate to do sth; to hate to part with; to begrudge
设备,shèbèi,equipment; facilities; installations
设计,shèjì,to design; to plan; design; plan
设施,shèshī,facilities; installation
射击,shèjī,to shoot; to fire (a gun)
摄影,shèyǐng,to take a photograph; photography; to shoot (a movie)
伸,shēn,to stretch; to extend
身材,shēncái,stature; build (height and weight); figure
身份,shēnfèn,identity; aspect of one's identity (i.e. sth that one is – mayor father permanent resident etc); role; capacity (as in 'in his capacity as a ...' 以…份)
深刻,shēnkè,profound; deep; deep-going
神话,shénhuà,legend; fairy tale; myth; mythology
神经,shénjīng,nerve; mental state; (coll.) unhinged; nutjob
神秘,shénmì,mysterious; mystery
升,shēng,to ascend; to rise to the rank of; to promote; to hoist
生产,shēngchǎn,to produce; to manufacture; to give birth to a child
生动,shēngdòng,vivid; lively
声调,shēngdiào,tone; note; a tone (on a Chinese syllable)
绳子,shéngzi,cord; string; rope
省略,shěnglu:è,to leave out; an omission
胜利,shènglì,victory
失眠,shīmián,to suffer from insomnia
失去,shīqù,to lose
失业,shīyè,unemployment; to lose one's job
诗,shī,poem; poetry; verse
石头,shítou,stone
时代,shídài,era; age; times
时刻,shíkè,time; juncture; moment; period of time
时髦,shímáo,in vogue; fashionable
时期,shíqī,period; phase
时尚,shíshàng,fashion; fad; fashionable
实话,shíhuà,truth
实践,shíjiàn,practice; to put into practice; to live up to (a promise); to carry out (a project)
实习,shíxí,to practice; field work; to intern; internship
实现,shíxiàn,to achieve; to implement; to realize; to bring about
实行,shíxíng,to implement; to carry out; to put into practice
实验,shíyàn,experiment; test; experimental; to experiment
实用,shíyòng,practical; functional; pragmatic; applied (science)
食物,shíwù,food
使劲儿,shǐjìnr,to exert all one's strength
始终,shǐzhōng,from beginning to end; all along
士兵,shìbīng,soldier
似的,shìde,seems as if; rather like
似乎,sìhū,it seems; seemingly; as if
事实,shìshí,fact
事物,shìwù,thing; object
事先,shìxiān,in advance; before the event; beforehand; prior
试卷,shìjuàn,examination paper; test paper
是否,shìfǒu,whether (or not); if; is or isn't
收获,shōuhuò,to harvest; to reap; to gain; crop
收据,shōujù,receipt
手工,shǒugōng,handwork; manual
手术,shǒushù,(surgical) operation; surgery
手套,shǒutào,glove; mitten
手续,shǒuxù,procedure; formalities
手指,shǒuzhǐ,finger
寿命,shòumìng,life span; life expectancy; lifetime (of a machine)
受伤,shòushāng,to sustain injuries; wounded (in an accident etc); harmed
书架,shūjià,bookshelf
梳子,shūzi,comb
舒适,shūshì,cozy; snug
输入,shūrù,to import; to input
蔬菜,shūcài,vegetables
熟练,shúliàn,practiced; proficient; skilled; skillful
属于,shǔyú,to be classified as; to belong to; to be part of
鼠标,shǔbiāo,mouse (computing)
数据,shùjù,data
数码,shùmǎ,number; numerals; figures; digital
摔,shuāi,to throw down; to fall; to drop and break
甩,shuǎi,to throw; to fling; to swing; to leave behind
双方,shuāngfāng,bilateral; both sides; both parties involved
税,shuì,taxes; duties
说不定,shuōbudìng,can't say for sure; maybe
说服,shuōfú,to persuade; to convince; to talk sb over
丝绸,sīchóu,silk cloth; silk
丝毫,sīháo,the slightest amount or degree; a bit
私人,sīrén,private; personal; interpersonal; sb with whom one has a close personal relationship
思考,sīkǎo,to reflect on; to ponder over
思想,sīxiǎng,thought; thinking; idea; ideology
撕,sī,to tear
寺庙,sìmiào,temple; monastery; shrine
宿舍,sùshè,dormitory; dorm room; living quarters; hostel
随时,suíshí,at any time; at all times; at the right time; whenever necessary
碎,suì,(transitive or intransitive verb) to break into pieces; to shatter; to crumble; broken
损失,sǔnshī,loss; damage; to lose; to suffer damage
缩短,suōduǎn,to curtail; to cut down
缩小,suōxiǎo,to reduce; to decrease; to shrink
所,suǒ,place; classifier for buildings/institutions; (particle) that which
所谓,suǒwèi,so-called; what is called
锁,suǒ,to lock; to lock up; a lock
塔,tǎ,pagoda; tower; minaret; stupa (abbr. loanword from Sanskrit tapo)
台阶,táijiē,steps; flight of steps; step (over obstacle); fig. way out of an embarrassing situation
太极拳,tàijíquán,shadowboxing or Taiji; T'aichi or T'aichichuan; traditional form of physical exercise or relaxation; a martial art
太太,tàitai,married woman; Mrs.; Madam; wife
谈判,tánpàn,to negotiate; negotiation; talks; conference
坦率,tǎnshuài,frank (discussion); blunt; open
烫,tàng,to scald; to burn (by scalding); to blanch (cooking); to heat (sth) up in hot water
逃,táo,to escape; to run away; to flee
逃避,táobì,to escape; to evade; to avoid; to shirk
桃,táo,peach
套,tào,to cover; to encase; cover; sheath
特殊,tèshū,special; particular; unusual; extraordinary
特意,tèyì,specially; intentionally
特征,tèzhēng,characteristic; diagnostic property; distinctive feature; trait
疼爱,téngài,to love dearly
提,tí,to lift; to carry; to raise (a question); to mention
提倡,tíchàng,to promote; to advocate
提纲,tígāng,outline; synopsis; notes
提问,tíwèn,to question; to quiz; to grill
题目,tímù,subject; title; topic
体会,tǐhuì,to know from experience; to learn through experience; to realize; understanding
体积,tǐjī,volume; bulk
体贴,tǐtiē,considerate (of other people's needs)
体现,tǐxiàn,to embody; to reflect; to incarnate
体验,tǐyàn,to experience for oneself
天空,tiānkōng,sky
天真,tiānzhēn,naive; innocent; artless
田野,tiányě,field; open land
挑战,tiǎozhàn,to challenge; challenge
通常,tōngcháng,regular; usual; normal; usually
通讯,tōngxùn,communications; news story; dispatch
同时,tóngshí,at the same time; simultaneously
铜,tóng,copper (chemistry)
统一,tǒngyī,to unify; to integrate; unified; integrated
统治,tǒngzhì,to rule (a country); to govern; rule; regime
痛苦,tòngkǔ,pain; suffering; painful
痛快,tòngkuài,delighted; to one's heart's content; straightforward
投资,tóuzī,investment; to invest
透明,tòumíng,transparent; (fig.) transparent; open to scrutiny
突出,tūchū,prominent; outstanding; to give prominence to; to protrude
土地,tǔdì,land; soil; territory; local god
土豆,tǔdòu,potato; (Tw) peanut
吐,tǔ,to spit; to send out (silk from a silkworm bolls from cotton flowers etc); to say; to pour out (one's grievances)
兔子,tùzi,hare; rabbit
团,tuán,round; lump; ball; to roll into a ball
推辞,tuīcí,to decline (an appointment invitation etc)
推广,tuīguǎng,to extend; to spread; to popularize; generalization
推荐,tuījiàn,to recommend; recommendation
退,tuì,to retreat; to withdraw; to reject; to return (sth)
退步,tuìbù,to do less well than before; to make a concession; setback; backward step
退休,tuìxiū,to retire (from the workforce); to go into retirement
歪,wāi,askew; at a crooked angle; devious; noxious
外交,wàijiāo,diplomacy; diplomatic; foreign affairs
弯,wān,to bend; bent; a bend; a turn (in a road etc)
完美,wánměi,perfect
完善,wánshàn,(of systems facilities etc) comprehensive; well-developed; excellent; to refine
完整,wánzhěng,complete; intact
玩具,wánjù,plaything; toy
万一,wànyī,just in case; if by any chance; contingency
王子,wángzǐ,prince; son of a king
往返,wǎngfǎn,to go back and forth; to go to and fro; to do a round trip
危害,wēihài,to jeopardize; to harm; to endanger; harmful effect
威胁,wēixié,to threaten; to menace
微笑,wēixiào,smile; to smile
围巾,wéijīn,scarf; shawl
围绕,wéirào,to revolve around; to center on (an issue)
违反,wéifǎn,to violate (a law)
唯一,wéiyī,only; sole
维护,wéihù,to defend; to safeguard; to protect; to uphold
伟大,wěidà,huge; great; grand; worthy of the greatest admiration
尾巴,wěiba,tail; colloquial pr. [yǐ ba]
委屈,wěiqu,to feel wronged; to cause sb to feel wronged; grievance
委托,wěituō,to entrust; to trust; to commission
卫生间,wèishēngjiān,bathroom; toilet; WC
未必,wèibì,not necessarily; maybe not
未来,wèilái,future; tomorrow; approaching; coming
位置,wèizhi,position; place; seat
胃,wèi,stomach
温暖,wēnnuǎn,warm
温柔,wēnróu,gentle and soft; tender; sweet (commonly used to describe a girl or woman)
文件,wénjiàn,document; file
文具,wénjù,stationery; item of stationery (pen pencil eraser pencil sharpener etc)
文明,wénmíng,civilized; civilization; culture
文学,wénxué,literature
闻,wén,to hear; news; well-known; famous
吻,wěn,kiss; to kiss; mouth
稳定,wěndìng,steady; stable; stability; to stabilize
问候,wènhòu,to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking)
卧室,wòshì,bedroom
屋子,wūzi,house; room
无奈,wúnài,to have no alternative; frustrated; exasperated; helpless
无数,wúshù,countless; numberless; innumerable
武器,wǔqì,weapon; arms
武术,wǔshù,military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage)
物理,wùlǐ,physics; physical
物质,wùzhì,matter; substance; material; materialistic
雾,wù,fog; mist
吸收,xīshōu,to absorb; to assimilate; to ingest; to recruit
戏剧,xìjù,a drama; a play; theater; script of a play
系,xì,to connect; to relate to; to tie up; to bind
系领带,xìlǐngdài,to wear a tie
系统,xìtǒng,system
细节,xìjié,details; particulars
瞎,xiā,blind; groundlessly; foolishly; to no purpose
下载,xiàzǎi,to download
吓,xià,to frighten; to scare
鲜艳,xiānyàn,bright-colored; gaily-colored
显得,xiǎnde,to seem; to look; to appear
显然,xiǎnrán,clearly; evidently; obviously
显示,xiǎnshì,to show; to illustrate; to display; to demonstrate
县,xiàn,county
现金,xiànjīn,cash
现实,xiànshí,reality; actuality; real; actual
现象,xiànxiàng,phenomenon; appearance
相处,xiāngchǔ,to be in contact (with sb); to associate; to interact; to get along (well poorly)
相当,xiāngdāng,equivalent to; appropriate; considerably; to a certain extent
相对,xiāngduì,relatively; opposite; to resist; to oppose
相关,xiāngguān,related; relevant; pertinent; to be interrelated
相似,xiāngsì,similar; alike
享受,xiǎngshòu,to enjoy; to live it up; pleasure
想念,xiǎngniàn,to miss; to remember with longing; to long to see again
想象,xiǎngxiàng,to imagine; to envision; imagination
项,xiàng,item; (classifier for tasks); term (in a formula)
项链,xiàngliàn,necklace
项目,xiàngmù,item; project; (sports) event
象棋,xiàngqí,Chinese chess
象征,xiàngzhēng,emblem; symbol; token; badge
橡皮,xiàngpí,rubber; an eraser
消费,xiāofèi,to consume; to spend
消化,xiāohuà,to digest (food); (fig.) to absorb (information etc); to assimilate; to process
消灭,xiāomiè,to put an end to; to annihilate; to cause to perish; to perish
消失,xiāoshī,to disappear; to fade away
销售,xiāoshòu,to sell; to market; sales (representative agreement etc)
小吃,xiǎochī,snack; refreshments
小伙子,xiǎohuǒzi,young man; young guy; lad; youngster
小麦,xiǎomài,wheat
小气,xiǎoqì,stingy; miserly; narrow-minded; petty
小偷,xiǎotōu,thief
孝顺,xiàoshùn,filial; dutiful; devoted to one's parents (and grandparents etc); to show filial piety towards (an older family member)
效率,xiàolǜ,efficiency
歇,xiē,to rest; to take a break; to stop; to halt
协调,xiétiáo,to coordinate; to harmonize; to fit together; to match (colors etc)
斜,xié,inclined; slanting; oblique; tilting
心理,xīnlǐ,psychology; mentality
心脏,xīnzàng,heart
欣赏,xīnshǎng,to appreciate; to enjoy; to admire
信封,xìnfēng,envelope
信号,xìnhào,signal
信息,xìnxī,information; news; message
行动,xíngdòng,operation; action; to move about; mobile
行人,xíngrén,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor
行为,xíngwéi,action; conduct; behavior; activity
行业,hángyè,trade; profession; industry; business
形成,xíngchéng,to form; to take shape
形容,xíngróng,to describe; (literary) countenance; appearance
形式,xíngshì,outer appearance; form; shape; formality
形势,xíngshì,circumstances; situation; terrain
形象,xíngxiàng,image; form; figure; visualization
形状,xíngzhuàng,form; shape
幸亏,xìngkuī,fortunately; luckily
幸运,xìngyùn,fortunate; lucky; fortune; luck
性质,xìngzhì,nature; characteristic
兄弟,xiōngdì,brothers; younger brother; I; me (humble term used by men in public speech); brotherly
胸,xiōng,chest; bosom; heart; mind
雄伟,xióngwěi,grand; imposing; magnificent; majestic
休闲,xiūxián,leisure; relaxation; not working; idle
修改,xiūgǎi,to amend; to alter; to modify
虚心,xūxīn,open-minded; humble
叙述,xùshù,to relate (a story or information); to tell or talk about; to recount; narration
宣布,xuānbù,to declare; to announce; to proclaim
宣传,xuānchuán,to disseminate; to give publicity to; propaganda
选举,xuǎnjǔ,to elect; election
学期,xuéqī,term; semester
学术,xuéshù,learning; science; academic
学问,xuéwèn,learning; knowledge
寻找,xúnzhǎo,to seek; to look for
询问,xúnwèn,to inquire
迅速,xùnsù,rapid; speedy; fast
训练,xùnliàn,to train; to drill; training
延长,yáncháng,to prolong; to extend; to lengthen
严肃,yánsù,solemn; grave; serious; earnest
宴会,yànhuì,banquet; feast; dinner party
阳台,yángtái,balcony; porch
痒,yǎng,to itch; to tickle; to itch; to tickle
样式,yàngshì,type; style
腰,yāo,waist; lower back; pocket; middle
摇,yáo,to shake; to rock; to row; to crank
咬,yǎo,to bite; to nip
要不,yàobù,otherwise; or else; how about...?; either... (or...)
要是,yàoshi,(coll.) if
业务,yèwù,business; professional work; service
业余,yèyú,in one's spare time; outside working hours; amateur (historian etc)
夜,yè,night
液体,yètǐ,liquid
一辈子,yībèizi,(for) a lifetime
一旦,yīdàn,in case (sth happens); if; once (sth happens then...); when
一路,yīlù,the whole journey; all the way; going the same way; going in the same direction
一致,yīzhì,unanimous; identical (views or opinions)
依然,yīrán,still; as before
移动,yídòng,to move; movement; migration; mobile
移民,yímín,to immigrate; to migrate; emigrant; immigrant
遗憾,yíhàn,regret; to regret; to be sorry that
疑问,yíwèn,question; interrogation; doubt
乙,yǐ,second; grade B; letter 'B'
以及,yǐjí,as well as; too; and
以来,yǐlái,since (a previous event)
义务,yìwù,duty; obligation; volunteer (work etc)
议论,yìlùn,to comment; to talk about; to discuss; discussion
意外,yìwài,unexpected; accident; mishap
意义,yìyì,sense; meaning; significance; importance
因而,yīnér,therefore; as a result; thus; and as a result; ...
因素,yīnsù,element; factor
银,yín,silver; silver-colored; relating to money or currency
应付,yìngfu,to deal with; to cope
应聘,yìngpìn,to accept a job offer; to apply for an advertised position
应用,yìngyòng,to put to use; to apply; practical; applied (science linguistics etc)
英俊,yīngjùn,handsome
英雄,yīngxióng,hero
迎接,yíngjiē,to welcome; to greet
营养,yíngyǎng,nutrition; nourishment
营业,yíngyè,to do business; to trade
影子,yǐngzi,shadow; reflection; (fig.) hint; indication
硬币,yìngbì,coin
硬件,yìngjiàn,hardware
拥抱,yōngbào,to embrace; to hug
拥挤,yōngjǐ,crowded; to throng; congestion
勇气,yǒngqì,courage; valor
用途,yòngtú,use; application
优惠,yōuhuì,privilege; favorable (terms); preferential (treatment); discount (price)
优美,yōuměi,graceful; fine; elegant
优势,yōushì,superiority; dominance; advantage
悠久,yōujiǔ,long (tradition history etc)
犹豫,yóuyù,to hesitate
邮局,yóujú,post office
油炸,yóuzhá,to deep fry
游览,yóulǎn,to go sightseeing; to tour; to visit
有利,yǒulì,advantageous; favorable
幼儿园,yòuéryuán,kindergarten; nursery school
娱乐,yúlè,to entertain; to amuse; entertainment; recreation
与其,yǔqí,rather than...; 与其 A 如 B (rather than A better to B)
宇宙,yǔzhòu,universe; cosmos
语气,yǔqì,tone; manner of speaking; mood
玉米,yùmǐ,corn; maize
预报,yùbào,forecast
预订,yùdìng,to place an order; to book ahead
预防,yùfáng,to prevent; to take precautions against; to protect; to guard against
元旦,Yuándàn,New Year's Day
原料,yuánliào,raw material
原则,yuánzé,principle; doctrine
缘故,yuángù,reason; cause
愿望,yuànwàng,desire; wish
晕,yūn,confused; dizzy; giddy; to faint
运气,yùnqi,luck (good or bad)
运输,yùnshū,to transport; to carry; transportation
运用,yùnyòng,to use; to put to use
灾害,zāihài,calamity; disaster
再三,zàisān,over and over again; again and again
赞成,zànchéng,to approve; to endorse; (literary) to assist
赞美,zànměi,to admire; to praise; to eulogize
糟糕,zāogāo,too bad; how terrible; what bad luck; terrible
造成,zàochéng,to bring about; to create; to cause
则,zé,(literary) (conjunction used to express contrast with a previous clause) but; then; (bound form) standard; norm
责备,zébèi,to blame; to criticize; condemnation; reproach
摘,zhāi,to pick (flowers/fruit); to take off; to pluck
粘贴,zhāntiē,to stick; to affix; to adhere; to paste (as in 'copy and paste')
展开,zhǎnkāi,to unfold; to spread out; to open up; to launch
展览,zhǎnlǎn,to put on display; to exhibit; exhibition; show
占线,zhànxiàn,busy (telephone line)
战争,zhànzhēng,war; conflict
长途,chángtú,long distance
涨,zhǎng,to rise (of prices rivers); to swell; to distend
掌握,zhǎngwò,to grasp (often fig.); to control; to seize (initiative opportunity destiny); to master
账户,zhànghù,bank account; online account
招待,zhāodài,to hold a reception; to offer hospitality; to entertain (guests); to serve (customers)
召开,zhàokāi,to convene (a conference or meeting); to convoke; to call together
照常,zhàocháng,as usual
哲学,zhéxué,philosophy
着凉,zháoliáng,to catch cold
针对,zhēnduì,to target; to focus on; to be aimed at or against; in response to
珍惜,zhēnxī,to treasure; to value; to cherish
真理,zhēnlǐ,truth
真实,zhēnshí,true; real
诊断,zhěnduàn,to diagnose
枕头,zhěntou,pillow
