Chinese (Simpl.),Pinyin,English
出息,chūxī,to yield interest; profit etc; to exhale (Buddhism); future prospects; profit
出血,chūxuè,to bleed; bleeding; (fig.) to spend money in large amounts
出演,chūyǎn,to appear (in a show etc); an appearance (on stage etc)
出洋相,chūyángxiàng,to make a fool of oneself
出游,chūyóu,to go on a tour; to have an outing
出众,chūzhòng,to stand out; outstanding
出主意,chūzhǔyi,to come up with ideas; to make suggestions; to offer advice
出资,chūzī,to fund; to put money into sth; to invest
出自,chūzì,to come from
出走,chūzǒu,to leave home; to go off; to run away
初次,chūcì,for the first time; first (meeting attempt etc)
初衷,chūzhōng,original intention
除此之外,chúcǐzhīwài,apart from this; in addition to this
除去,chúqù,to eliminate; to remove; except for; apart from
除外,chúwài,to exclude; not including sth (when counting or listing); except for
储备,chǔbèi,reserves; to store up
储蓄,chǔxù,to deposit money; to save; savings
处方,chǔfāng,medical prescription; to write out a prescription; (fig.) recommendation; advice
处境,chǔjìng,situation (of a person)
处置,chǔzhì,to handle; to take care of; to punish
触动,chùdòng,to touch; to stir up (trouble or emotions); to move (sb's emotions or worry)
触犯,chùfàn,to violate; to offend
触觉,chùjué,sense of touch; tactile sensation
触摸,chùmō,to touch
触目惊心,chùmùjīngxīn,lit. shocks the eye; astonishes the heart (idiom); shocking; horrible to see; a ghastly sight
揣,chuāi,to tuck into one's clothes (chuǎi = to estimate; to guess; 揣摩)
揣测,chuǎicè,to guess; to conjecture
揣摩,chuǎimó,to analyze; to try to figure out; to try to fathom
踹,chuài,to kick; to trample; to tread on
川流不息,chuānliúbùxī,the stream flows without stopping (idiom); unending flow
穿过,chuānguò,to pass through
穿小鞋,chuānxiǎoxié,lit. to make sb wear tight shoes (idiom); to make life difficult for sb
穿越,chuānyuè,to pass through; to traverse; to cross
穿着,chuānzhuó,attire; clothes; dress
传承,chuánchéng,to pass on (to future generations); passed on (from former times); a continued tradition; an inheritance
传记,zhuànjì,biography
传奇,chuánqí,legendary; fantasy saga; romance; short stories of the Tang and Song Dynasty
传染,chuánrǎn,to infect; contagious
传染病,chuánrǎnbìng,infectious disease; contagious disease; pestilence
传人,chuánrén,to teach; to impart; a disciple; descendant
传授,chuánshòu,to impart; to pass on; to teach
传闻,chuánwén,rumor
船舶,chuánbó,shipping; boats
船桨,chuánjiǎng,oar
喘,chuǎn,to gasp; to pant; asthma
喘息,chuǎnxī,to gasp for breath; to take a breather
串门,chuànmén,to call on sb; to drop in; to visit sb's home
床位,chuángwèi,bed (in hospital hotel train etc); berth; bunk
幢,zhuàng,classifier for buildings (chuáng = banner; literary)
创,chuàng,to create; to establish; to initiate (chuāng = wound; injury)
创伤,chuāngshāng,wound; injury; trauma
创始人,chuàngshǐrén,creator; founder; initiator
吹了,chuīle,failed; busted; to have not succeeded; to have died
吹牛,chuīniú,to talk big; to shoot off one's mouth; to chat (dialect)
吹捧,chuīpěng,to flatter; to laud sb's accomplishments; adulation
垂,chuí,to hang (down); droop; dangle; bend down
垂头丧气,chuítóusàngqì,hanging one's head dispiritedly (idiom); dejected; crestfallen
捶,chuí,to beat (with a stick or one's fist); to thump; to pound
锤子,chuízi,hammer
纯粹,chúncuì,pure; unadulterated; purely; completely
纯洁,chúnjié,pure; clean and honest; to purify
纯朴,chúnpǔ,simple and honest; unsophisticated; pure
醇厚,chúnhòu,mellow and rich; simple and kind
蠢,chǔn,stupid; stupid; sluggish; clumsy
戳,chuō,to jab; to poke; to stab; (coll.) to sprain
绰号,chuòhào,nickname
瓷,cí,chinaware; porcelain; china
瓷器,cíqì,chinaware; porcelain
慈善,císhàn,benevolent; charitable
慈祥,cíxiáng,kindly; benevolent (often of older person)
辞,cí,to resign; to dismiss; to decline; to take leave
辞呈,cíchéng,(written) resignation
辞去,cíqù,to resign; to quit
辞退,cítuì,to dismiss; to discharge; to fire
磁带,cídài,magnetic tape
磁卡,cíkǎ,magnetic card; IC Card (telephone)
磁盘,cípán,(computer) disk
此起彼伏,cǐqǐbǐfú,up here; down there (idiom); to rise and fall in succession; no sooner one subsides; the next arises; repeating continuously
次日,cìrì,next day; the morrow
伺候,cìhou,to serve; to wait upon
伺机,sìjī,to wait for an opportunity; to watch for one's chance
刺耳,cìěr,ear-piercing
刺骨,cìgǔ,piercing; cutting; bone-chilling; penetrating (cold)
刺绣,cìxiù,to embroider; embroidery
赐,cì,to confer; to bestow; to grant
赐教,cìjiào,(honorific) to impart one's wisdom; to enlighten
匆匆,cōngcōng,hurriedly
匆忙,cōngmáng,hasty; hurried
葱,cōng,scallion; green onion
从今以后,cóngjīnyǐhòu,from now on; henceforward
从来不,cóngláibù,never
从容,cóngróng,to go easy; unhurried; calm
从容不迫,cóngróngbùpò,calm; unruffled
从头,cóngtóu,anew; from the start
从未,cóngwèi,never
从业,cóngyè,to practice (a trade)
从早到晚,cóngzǎodàowǎn,from morning till night; from dawn to dusk; all day long
丛林,cónglín,jungle; thicket; forest; Buddhist monastery
凑,còu,to gather together; pool or collect; to happen by chance; to move close to; to exploit an opportunity
凑合,còuhe,to bring together; to make do in a bad situation; to just get by; to improvise
凑巧,còuqiǎo,fortuitously; luckily; as chance has it
粗暴,cūbào,rough; cruel
粗糙,cūcāo,crude; gruff; rough; coarse
粗略,cūlu:è,rough (not precise or accurate); cursory
粗鲁,cūlǔ,coarse; crude (in one's manner); boorish
粗心大意,cūxīndàyì,negligent; careless; inadvertent
促成,cùchéng,to facilitate; to effect
簇拥,cùyōng,to crowd around; to escort
窜,cuàn,to flee; to scuttle; to exile or banish; to amend or edit
催,cuī,to urge; to press; to prompt; to rush sb
催促,cuīcù,to urge
催眠,cuīmián,hypnosis
摧毁,cuīhuǐ,to destroy; to wreck
脆弱,cuìruò,weak; frail
翠绿,cuìlǜ,greenish-blue; emerald green
存放,cúnfàng,to deposit; to store; to leave in sb's care
存心,cúnxīn,deliberately
存折,cúnzhé,passbook; bankbook
搓,cuō,to rub or roll between the hands or fingers; to twist
磋商,cuōshāng,to consult; to discuss seriously; to negotiate; to confer
挫折,cuòzhé,setback; reverse; check; defeat
措手不及,cuòshǒubùjí,no time to deal with it (idiom); caught unprepared
错别字,cuòbiézì,incorrectly written or mispronounced characters
错觉,cuòjué,misconception; illusion; misperception
错位,cuòwèi,to be wrongly positioned; to be dislocated; to be misplaced; (medicine) to be in malposition
错综复杂,cuòzōngfùzá,tangled and complicated (idiom)
搭乘,dāchéng,to ride as a passenger; to travel by (car plane etc)
搭建,dājiàn,to build (esp. with simple materials); to knock together (a temporary shed); to rig up
达标,dábiāo,to reach a set standard
答辩,dábiàn,to reply (to an accusation); to defend one's dissertation
打岔,dǎchà,interruption; to interrupt (esp. talk); to change the subject
打倒,dǎdǎo,to overthrow; to knock down; Down with ... !
打盹儿,dǎdǔnr,to doze off
打交道,dǎjiāodào,to come into contact with; to have dealings
打搅,dǎjiǎo,to disturb; to trouble; to bother
打捞,dǎlāo,to salvage; to dredge; to fish out (person or object from the sea)
打量,dǎliang,to size sb up; to look sb up and down; to take the measure of; to suppose
打猎,dǎliè,to go hunting
打磨,dǎmó,to polish; to burnish; to shine
打通,dǎtōng,to open access; to establish contact; to remove a block; to put through (a phone connection)
打仗,dǎzhàng,to fight a battle; to go to war
打招呼,dǎzhāohu,to greet sb by word or action; to give prior notice
大包大揽,dàbāodàlǎn,to take complete charge (idiom)
大笔,dàbǐ,Large
大臣,dàchén,chancellor (of a monarchy); cabinet minister
大吃一惊,dàchīyījīng,to have a surprise (idiom); shocked or startled; gobsmacked
大大咧咧,dàdàliēliē,carefree; offhand; casual
大地,dàdì,earth; mother earth
大队,dàduì,group; a large body of; production brigade; military group
大幅度,dàfúdù,by a wide margin; substantial
大公无私,dàgōngwúsī,selfless; impartial
大家庭,dàjiātíng,extended family; big family; harmonious group
大街小巷,dàjiēxiǎoxiàng,great streets and small alleys (idiom); everywhere in the city
大惊小怪,dàjīngxiǎoguài,to make a fuss about nothing (idiom)
大局,dàjú,overall situation; the big picture
大款,dàkuǎn,very wealthy person
大面积,dàmiànjī,large area; (fig.) (of a problem) (occurring) on a massive scale
大名鼎鼎,dàmíngdǐngdǐng,grand reputation; renowned; famous
大模大样,dàmúdàyàng,boldly; ostentatiously; poised; self-assured
大棚,dàpéng,greenhouse; polytunnel
大片,dàpiàn,wide expanse; large area; vast stretch; extending widely
大气,dàqì,atmosphere (surrounding the earth); imposing; impressive; stylish
大厦,dàshà,(used in the names of grand buildings such as 百老汇大厦 Broadway Mansions (in Shanghai) or 帝国大厦 Empire State Building etc)
大数据,dàshùjù,big data (computing)
大肆,dàsì,wantonly; without restraint (of enemy or malefactor); unbridled
大体,dàtǐ,in general; more or less; in rough terms; basically
大体上,dàtǐshàng,overall; in general terms
大同小异,dàtóngxiǎoyì,virtually the same; differing only on small points
大腕儿,dàwànr,(coll.) big name; (coll.) big shot
大选,dàxuǎn,general election
大雁,dàyàn,wild goose
大意,dàyì,general idea; main idea; careless
大有可为,dàyǒukěwéi,with great prospects for the future (idiom); well worth doing
大宗,dàzōng,large amount; staple; influential family of long standing
歹徒,dǎitú,evildoer; malefactor; gangster; hoodlum
逮,dǎi,(coll.) to catch; to seize; (literary) to arrest; to seize
逮捕,dàibǔ,to arrest; to apprehend; an arrest
代号,dàihào,code name
代理人,dàilǐrén,agent
代言人,dàiyánrén,spokesperson
带队,dàiduì,to lead a team; to lead a group; group leader; (tourism) tour guide
带路,dàilù,to lead the way; to guide; to show the way; (fig.) to instruct
带头,dàitóu,to take the lead; to be the first; to set an example
带头人,dàitóurén,leader
怠工,dàigōng,to slacken off in one's work; to go slow (as a form of strike)
怠慢,dàimàn,to slight; to neglect
单薄,dānbó,weak; frail; thin; flimsy
单边,dānbiān,unilateral
单方面,dānfāngmiàn,unilateral
单身,dānshēn,unmarried; single
担,dān,to undertake; to carry; to shoulder; to take responsibility
担当,dāndāng,to take upon oneself; to assume
担负,dānfù,to shoulder; to bear; to undertake
担子,dànzi,carrying pole and the loads on it; burden; task; responsibility
耽搁,dānge,to tarry; to delay; to stop over
耽误,dānwu,to delay; to hold up; to waste time; to interfere with
胆怯,dǎnqiè,timidity; timid; cowardly
胆子,dǎnzi,courage; nerve; guts
但愿,dànyuàn,if only (sth were possible); I wish (that)
诞辰,dànchén,birthday
弹性,tánxìng,flexibility; elasticity
淡化,dànhuà,to water down; to play down; to trivialize; to weaken
淡季,dànjì,off season; slow business season
蛋白质,dànbáizhì,protein
当即,dāngjí,at once; on the spot
当今,dāngjīn,current; present; now; nowadays
当面,dāngmiàn,to sb's face; in sb's presence
当日,dāngrì,on that day; that very day; the same day
当事人,dāngshìrén,persons involved or implicated; party (to an affair)
当晚,dāngwǎn,on that evening; the same evening
当务之急,dāngwùzhījí,top priority job; matter of vital importance
当下,dāngxià,immediately; at once; at that moment; at the moment
当心,dāngxīn,to take care; to look out
当着,dāngzhe,in front of; in the presence of
当真,dàngzhēn,to take seriously; serious; No joking; really!
当之无愧,dāngzhīwúkuì,fully deserving; without any reservations (idiom); entirely worthy (of a title honor etc)
当众,dāngzhòng,in public; in front of everybody
荡漾,dàngyàng,to ripple; to undulate; to ripple; to undulate
档次,dàngcì,grade; class; quality; level
导弹,dǎodàn,(guided) missile
导航,dǎoháng,navigation
导火索,dǎohuǒsuǒ,fuse (for explosive)
导师,dǎoshī,tutor; teacher; academic advisor
导向,dǎoxiàng,to be oriented towards; orientation
岛屿,dǎoyǔ,island
捣乱,dǎoluàn,to disturb; to look for trouble; to stir up a row; to bother sb intentionally
到头来,dàotóulái,in the end; finally; as a result
到位,dàowèi,to get to the intended location; to be in place; to be in position; precise
倒计时,dàojìshí,to count down; countdown
倒卖,dǎomài,to resell at a profit; to speculate
倒霉,dǎoméi,to have bad luck; to be out of luck
倒数,dàoshǔ,to count backwards (from 10 down to 0); to count down; from the bottom (lines on a page); from the back (rows of seats)
倒塌,dǎotā,to collapse (of building); to topple over
倒下,dǎoxià,to collapse; to topple over
悼念,dàoniàn,to grieve
盗,dào,to steal; to rob; to plunder; thief
盗窃,dàoqiè,to steal
道具,dàojù,prop (theater); paraphernalia; (gaming) item; artifact
稻草,dàocǎo,rice straw
德,dé,virtue; morality; goodness (德国 = Germany)
地步,dìbù,stage; degree (to which a situation has evolved); situation; leeway
地道,dìdao,authentic; genuine; typical
地段,dìduàn,section; district
地理,dìlǐ,geography
地毯,dìtǎn,carpet; rug
地下水,dìxiàshuǐ,groundwater
地狱,dìyù,hell; infernal; underworld; (Buddhism) Naraka
地域,dìyù,area; district; region
地质,dìzhì,geology
得不偿失,débùchángshī,the gains do not make up for the losses (idiom)
得当,dédàng,appropriate; suitable
得力,délì,able; capable; competent; efficient
得失,déshī,gains and losses; success and failure; merits and demerits
得手,déshǒu,to go smoothly; to come off; to succeed
得体,détǐ,appropriate to the occasion; fitting
得天独厚,détiāndúhòu,blessed by heaven (idiom); enjoying exceptional advantages; favored by nature
得益于,déyìyú,to benefit from; thanks to
得意扬扬,déyìyángyáng,immensely pleased with oneself; triumphant; complacent
得知,dézhī,to find out; to learn of
得罪,dézuì,to commit an offense; to violate the law; excuse me! (formal); to offend sb
灯笼,dēnglóng,lantern
灯泡,dēngpào,light bulb; third-wheel or unwanted third party spoiling a couple's date (slang)
登机,dēngjī,to board a plane
登陆,dēnglù,to land; to come ashore; to make landfall (of typhoon etc); to log in (frequently used erroneous variant of 登录)
蹬,dēng,to step on; to tread on; to wear (shoes); (slang) to dump (sb)
凳子,dèngzi,stool; small seat
瞪,dèng,to open (one's eyes) wide; to stare at; to glare at
低调,dīdiào,low pitch; quiet (voice); subdued; low-key
低估,dīgū,to underestimate; to underrate
低谷,dīgǔ,valley; trough (as opposed to peaks); fig. low point; lowest ebb
低价,dījià,low price
低迷,dīmí,blurred (landscape etc); low (spirits); in a slump (economy)
低碳,dītàn,(attributive) low-carbon; low-carb (diet)
低下,dīxià,low status; lowly; to lower (one's head)
堤,dī,dike
堤坝,dībà,dam; dike
笛子,dízi,bamboo flute
底层,dǐcéng,ground or first floor; bottom (of a pile); lowest rung (of society)
底线,dǐxiàn,bottom line; the limit of what one is prepared to accept; (sports) baseline; (sewing) under thread
底蕴,dǐyùn,inside information; concrete details
底子,dǐzi,base; foundation; bottom
抵触,dǐchù,to conflict; to contradict
抵挡,dǐdǎng,to resist; to hold back; to stop; to ward off
抵消,dǐxiāo,to counteract; to cancel out; to offset
抵押,dǐyā,to provide (an asset) as security for a loan; to put up collateral
抵御,dǐyù,to resist; to withstand
抵制,dǐzhì,to resist; to boycott; to refuse (to cooperate); to reject
弟子,dìzǐ,disciple; follower
帝国,dìguó,empire; imperial
帝国主义,dìguózhǔyì,imperialism
递交,dìjiāo,to present; to give; to hand over; to hand in
第一手,dìyīshǒu,first-hand
第一线,dìyīxiàn,front line; forefront
颠倒,diāndǎo,to turn upside down; to reverse; back to front; confused
颠覆,diānfù,to topple (i.e. knock over); to capsize; fig. to overturn (a regime by plotting or subversion); to undermine
巅峰,diānfēng,summit; apex; pinnacle (of one's career etc); peak (of a civilization etc)
典范,diǎnfàn,model; example; paragon
点火,diǎnhuǒ,to ignite; to light a fire; to agitate; to start an engine
点击率,diǎnjīlǜ,click-through rate (CTR) (Internet)
点评,diǎnpíng,to comment; a point by point commentary
点心,diǎnxin,light refreshments; pastry; dim sum (in Cantonese cooking); dessert
点缀,diǎnzhuì,to decorate; to adorn; sprinkled; studded
点子,diǎnzi,spot; point; dot; speck
电报,diànbào,telegram; cable; telegraph
电铃,diànlíng,electric bell
电网,diànwǎng,electricity grid; power grid; electrified wire netting
电线,diànxiàn,wire; power cord
电信,diànxìn,telecommunications
电讯,diànxùn,telecommunications; telecom
垫,diàn,pad; cushion; mat; to pad out
垫底,diàndǐ,to put sth on the bottom; to eat sth to tide oneself over until mealtime; to lay the foundation; to come last in the rankings
垫子,diànzi,cushion; mat; pad
惦记,diànjì,to think of; to keep thinking about; to be concerned about
淀粉,diànfěn,starch; amylum (C6H10O5)n
奠定,diàndìng,to establish; to fix; to settle
殿堂,diàntáng,palace; hall; temple buildings
刁难,diāonàn,to be hard on sb; to deliberately make things difficult
叼,diāo,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)
雕,diāo,to carve; to engrave; shrewd; bird of prey
雕刻,diāokè,to carve; to engrave; carving
雕塑,diāosù,a statue; a Buddhist image; sculpture; to carve
吊销,diàoxiāo,to suspend (an agreement); to revoke
钓鱼,diàoyú,to fish (with line and hook); to dupe
调度,diàodù,to dispatch (vehicles staff etc); to schedule; to manage; dispatcher
调侃,tiáokǎn,to ridicule; to tease; to mock; idle talk
调控,tiáokòng,to regulate; to control
调料,tiáoliào,condiment; seasoning; flavoring
调试,tiáoshì,to debug; to adjust components during testing; debugging
掉队,diàoduì,to fall behind; to drop out
掉头,diàotóu,to turn one's head; to turn round; to turn about
爹,diē,dad
迭起,diéqǐ,continuously arising; to arise repeatedly
叠,dié,to fold; to fold over in layers; to furl; to layer
丁,dīng,male adult; the 4th of the 10 Heavenly Stems 干; fourth (used like '4' or 'D'); small cube of meat or vegetable
叮嘱,dīngzhǔ,to warn repeatedly; to urge; to exhort again and again
盯,dīng,to watch attentively; to fix one's attention on; to stare at; to gaze at
钉,dīng,nail; to follow closely; to keep at sb (to do sth); to join things together by fixing them in place at one or more points
钉子,dīngzi,nail; snag; saboteur
顶多,dǐngduō,at most; at best
顶级,dǐngjí,top-notch; first-rate
顶尖,dǐngjiān,peak; apex; world best; number one
订单,dìngdān,(purchase) order
订购,dìnggòu,to place an order; to subscribe
订婚,dìnghūn,to get engaged
订立,dìnglì,to conclude (treaty contract agreement etc); to set up (a rule etc)
定金,dìngjīn,down payment; advance payment
定居,dìngjū,to settle (in some city country etc); to take up residence
定论,dìnglùn,final conclusion; accepted argument
定为,dìngwèi,set to
定向,dìngxiàng,to orientate; directional; directed; orienteering
定心丸,dìngxīnwán,tranquilizer; sth that sets one's mind at ease
定义,dìngyì,definition; to define
定做,dìngzuò,to have something made to order
丢掉,diūdiào,to lose; to throw away; to discard; to cast away
丢脸,diūliǎn,to lose face; humiliation
丢弃,diūqì,to discard; to abandon
丢人,diūrén,to lose face
丢失,diūshī,to lose; to misplace
东奔西走,dōngbēnxīzǒu,to run this way and that (idiom); to rush about busily; to bustle about; to hopscotch
东道主,dōngdàozhǔ,host; official host (e.g. venue for games or a conference)
东张西望,dōngzhāngxīwàng,to look in all directions (idiom); to glance around
董事,dǒngshì,board member
董事会,dǒngshìhuì,board of directors
董事长,dǒngshìzhǎng,chairman of the board of directors
懂事,dǒngshì,to grow beyond the naivete of childhood; to be aware of what is going on in the world; (esp. of a child) sensible; thoughtful
动不动,dòngbudòng,(typically followed by 就) apt to (lose one's temper catch a cold etc); at the drop of a hat
动弹,dòngtan,to budge
动荡,dòngdàng,unrest (social or political); turmoil; upheaval; commotion
动感,dònggǎn,sense of movement (often in a static work of art); dynamic; vivid; lifelike
动工,dònggōng,to start (a building project)
动静,dòngjìng,(detectable) movement; (sign of) activity; movement and stillness
动脉,dòngmài,artery
动身,dòngshēn,to go on a journey; to leave
动听,dòngtīng,pleasant to listen to
动向,dòngxiàng,trend; tendency
动用,dòngyòng,to utilize; to put sth to use
冻结,dòngjié,to freeze (water etc); (fig.) to freeze (assets prices etc)
栋,dòng,classifier for houses or buildings; ridgepole (old)
栋梁,dòngliáng,ridgepole; ridgepole and beams; person able to bear heavy responsibility; mainstay (of organization)
都会,dūhuì,city; metropolis
兜,dōu,pocket; bag; to wrap up or hold in a bag; to move in a circle
兜儿,dōur,pocket; bag
兜售,dōushòu,to hawk; to peddle
抖,dǒu,to tremble; to shake out; to reveal; to make it in the world
陡,dǒu,steep; precipitous; abrubtly; suddenly
斗,dòu,to fight; to struggle (dǒu = a dry measure; dipper; the Big Dipper)
斗志,dòuzhì,will to fight; fighting spirit
豆浆,dòujiāng,soy milk
豆子,dòuzi,bean; pea
逗,dòu,to tease (playfully); to entice; (coll.) to joke; (coll.) funny
督促,dūcù,to supervise and urge completion of a task; to urge on
独,dú,alone; independent; single; sole
独唱,dúchàng,(in singing) solo; to solo
独家,dújiā,exclusive
独立自主,dúlìzìzhǔ,independent and autonomous (idiom); self-determination; to act independently; to maintain control over one's own affairs
独身,dúshēn,unmarried; single
独一无二,dúyīwúèr,unique and unmatched (idiom); unrivalled; nothing compares with it
堵塞,dǔsè,to clog up; blockage
妒忌,dùjì,to be jealous of (sb's achievements etc); to be envious; envy
杜绝,dùjué,to put an end to
度假,dùjià,to go on holidays; to spend one's vacation
渡过,dùguò,to cross over; to pass through
端正,duānzhèng,upright; regular; proper; correct
短缺,duǎnquē,shortage
短暂,duǎnzàn,of short duration; brief; momentary
段落,duànluò,phase; time interval; paragraph; (written) passage
断定,duàndìng,to conclude; to determine; to come to a judgment
断断续续,duànduànxùxù,intermittent; off and on; discontinuous; stop-go
断裂,duànliè,fracture; rupture; to break apart
堆砌,duīqì,lit. to pile up (bricks); to pack; fig. to pad out (writing with fancy phrases); ornate rhetoric
队形,duìxíng,formation
对白,duìbái,dialogue (in a movie or a play)
对策,duìcè,countermeasure for dealing with a situation
对称,duìchèn,symmetry; symmetrical
对得起,duìdeqǐ,not to let sb down; to treat sb fairly; be worthy of
对联,duìlián,rhyming couplet; pair of lines of verse written vertically down the sides of a doorway
对弈,duìyì,to play go; chess etc
对照,duìzhào,to contrast; to compare; to place side by side for comparison (as parallel texts); to check
对峙,duìzhì,to stand opposite; to confront; confrontation
对准,duìzhǔn,to aim at; to target; to point at; to be directed at
兑换,duìhuàn,to convert; to exchange
兑现,duìxiàn,(of a check etc) to cash; to honor a commitment
敦促,dūncù,to press; to urge; to hasten
敦厚,dūnhòu,genuine; honest and sincere
炖,dùn,to stew
顿时,dùnshí,immediately; suddenly
多边,duōbiān,multilateral
多功能,duōgōngnéng,multifunctional; multifunction
多亏,duōkuī,thanks to; luckily
多劳多得,duōláoduōdé,work more and get more
多年来,duōniánlái,for the past many years
多心,duōxīn,oversensitive; suspicious
多余,duōyú,superfluous; unnecessary; surplus
多元,duōyuán,poly-; multi-; multielement; multivariant
哆嗦,duōsuo,to tremble; to shiver; uncontrolled shaking of the body
夺冠,duóguàn,to seize the crown; fig. to win a championship; to win gold medal
夺魁,duókuí,to seize; to win
躲避,duǒbì,to hide; to evade; to dodge; to take shelter
躲藏,duǒcáng,to conceal oneself; to go into hiding; to take cover
堕落,duòluò,to degrade; to degenerate; to become depraved; corrupt
舵手,duòshǒu,helmsman
讹诈,ézhà,to extort under false pretenses; to blackmail; to bluff; to defraud
俄语,Éyǔ,Russian (language)
鹅,é,goose
额外,éwài,extra; added; additional
厄运,èyùn,bad luck; misfortune; adversity
恶,è,evil; wicked; fierce (ě only in 恶心 = nausea; wù = to hate)
恶化,èhuà,to worsen
恶劣,èliè,vile; nasty; of very poor quality
恶性,èxìng,malignant; wicked; vicious (circle); producing evil
恶意,èyì,malice; evil intention
掠夺,lu:èduó,to plunder; to rob
略,lu:è,brief; sketchy; outline; summary
略微,lu:èwēi,a little bit; slightly
遏制,èzhì,to check; to contain; to hold back; to keep within limits
鳄鱼,èyú,alligator; crocodile
恩赐,ēncì,favor; to give charity to sb out of pity
恩惠,ēnhuì,favor; grace
恩情,ēnqíng,kindness; affection; grace; favor
恩怨,ēnyuàn,gratitude and grudges; resentment; grudges; grievances
而已,éryǐ,that's all; nothing more
耳光,ěrguāng,a slap on the face
耳目一新,ěrmùyīxīn,a pleasant change; a breath of fresh air; refreshing
耳熟能详,ěrshúnéngxiáng,what's frequently heard can be repeated in detail (idiom)
耳闻目睹,ěrwénmùdǔ,to witness personally
二手车,èrshǒuchē,second-hand car
二氧化碳,èryǎnghuàtàn,carbon dioxide CO2
发布会,fābùhuì,news conference; briefing; news conference; briefing
发财,fācái,to get rich
发愁,fāchóu,to worry; to fret; to be anxious; to become sad
发电机,fādiànjī,electricity generator; dynamo
发抖,fādǒu,to tremble; to shake; to shiver
发愤图强,fāfèntúqiáng,to be strongly determined to succeed (idiom)
发光,fāguāng,to emit light; to shine; to glow; to glisten
发火,fāhuǒ,to catch fire; to ignite; to detonate; to get angry
发酵,fājiào,to ferment; (fig.) (of trends emotions or repercussions etc) to bubble away; to simmer; to develop
发掘,fājué,to excavate; to explore; (fig.) to unearth; to tap into
发愣,fālèng,to stare blankly; to be in a daze
发脾气,fāpíqì,to get angry
发起人,fāqǐrén,proposer; initiator; founding member
发热,fārè,to have a high temperature; feverish; unable to think calmly; to emit heat
发誓,fāshì,to vow; to pledge; to swear
发泄,fāxiè,to give vent to (one's feelings)
发型,fàxíng,hairstyle; coiffure; hairdo
发扬,fāyáng,to develop; to make full use of
发扬光大,fāyángguāngdà,to develop and promote; to carry forward; to bring to great height of development
发育,fāyù,to develop; to mature; growth; development
发源地,fāyuándì,place of origin; birthplace; source
发作,fāzuò,to flare up; to break out
阀门,fámén,valve (mechanical)
帆,fān,sail; to gallop
帆船,fānchuán,sailboat
翻番,fānfān,to double; to increase by a certain number of times
翻来覆去,fānláifùqù,to toss and turn (sleeplessly); again and again
翻天覆地,fāntiānfùdì,sky and the earth turning upside down (idiom); fig. complete confusion; everything turned on its head
凡,fán,ordinary; commonplace; mundane; temporal
烦闷,fánmèn,moody; gloomy
烦恼,fánnǎo,to be worried; to be distressed; worries
烦躁,fánzào,jittery; twitchy; fidgety
繁华,fánhuá,flourishing; bustling
繁忙,fánmáng,busy; bustling
繁体字,fántǐzì,traditional Chinese character
繁重,fánzhòng,heavy; burdensome; heavy-duty; arduous
反驳,fǎnbó,to retort; to refute
反差,fǎnchā,contrast; discrepancy
反常,fǎncháng,unusual; abnormal
反弹,fǎntán,to bounce; to bounce back; to boomerang; to ricochet
反倒,fǎndào,but on the contrary; but expectedly
反感,fǎngǎn,to be disgusted with; to dislike; bad reaction; antipathy
反过来,fǎnguolái,conversely; in reverse order; in an opposite direction
反击,fǎnjī,to strike back; to beat back; to counterattack
反馈,fǎnkuì,to send back information; feedback
反面,fǎnmiàn,reverse side; backside; the other side (of a problem etc); negative
反省,fǎnxǐng,to reflect upon oneself; to examine one's conscience; to question oneself; to search one's soul
反思,fǎnsī,to think back over sth; to review; to revisit; to rethink
返还,fǎnhuán,restitution; return of something to its original owner; remittance
犯愁,fànchóu,to worry; to be anxious
泛滥,fànlàn,to be in flood; to overflow (the banks); to inundate; to spread unchecked
饭碗,fànwǎn,rice bowl; fig. livelihood; job; way of making a living
范畴,fànchóu,category
贩卖,fànmài,to sell; to peddle; to traffic
方方面面,fāngfāngmiànmiàn,all sides; all aspects; multifaceted
方向盘,fāngxiàngpán,steering wheel
方言,fāngyán,dialect; topolect
防盗,fángdào,to guard against theft; anti-theft
防盗门,fángdàomén,security door
防护,fánghù,to defend; to protect
防火墙,fánghuǒqiáng,firewall
防卫,fángwèi,to defend; defensive; defense
防汛,fángxùn,flood control; anti-flood (precautions)
防疫,fángyì,to prevent epidemics
防御,fángyù,defense; to defend
妨碍,fángài,to hinder; to obstruct
妨害,fánghài,to jeopardize; to be harmful to; to undermine
房地产,fángdìchǎn,real estate
仿,fǎng,to imitate; to copy; seemingly
仿制,fǎngzhì,to copy; to imitate; to make by imitating a model
访谈,fǎngtán,to visit and discuss; to interview
纺织,fǎngzhī,spinning and weaving
放过,fàngguò,to let off; to let slip by; to let sb get away with sth
放水,fàngshuǐ,to turn on the water; to let water out; (sports) to throw a game
放肆,fàngsì,wanton; unbridled; presumptuous; impudent
放映,fàngyìng,to show (a movie); to screen
放置,fàngzhì,to put
放纵,fàngzòng,to indulge; to pamper; to connive at; permissive
飞速,fēisù,swift; rapidly
飞往,fēiwǎng,Go to
飞翔,fēixiáng,to circle in the air; to soar
飞跃,fēiyuè,to leap
非得,fēiděi,(followed by a verb phrase then – optionally – 不可 or 不行 etc) must
非法,fēifǎ,illegal
