Chinese (Simpl.),Pinyin,English
沸腾,fèiténg,(of a liquid) to boil; (of sentiments etc) to boil over; to flare up; to be impassioned
分辨,fēnbiàn,to distinguish; to differentiate; to resolve
分寸,fēncun,propriety; appropriate behavior; proper speech or action; within the norms
分红,fēnhóng,dividend; to award a bonus
分解,fēnjiě,to resolve; to decompose; to break down
分量,fēnliàng,(vector) component; quantity; weight; measure
分裂,fēnliè,to split up; to divide; to break up; fission
分泌,fēnmì,to secrete; secretion
分明,fēnmíng,clear; distinct; evidently; clearly
分歧,fēnqí,divergent; difference (of opinion position); disagreement; (math.) bifurcation
分散,fēnsàn,to scatter; to disperse; to distribute
分手,fēnshǒu,to part company; to split up; to break up
吩咐,fēnfù,to tell; to instruct; to command
坟墓,fénmù,grave; tomb
粉末,fěnmò,fine powder; dust
粉色,fěnsè,pink; white; erotic; beautiful woman
粉碎,fěnsuì,to crush; to smash; to shatter
丰满,fēngmǎn,full; ample; well-rounded; plump
丰盛,fēngshèng,rich; sumptuous
丰收,fēngshōu,bumper harvest
风暴,fēngbào,storm; violent commotion; fig. crisis (e.g. revolution uprising financial crisis etc)
风度,fēngdù,elegance (for men); elegant demeanor; grace; poise
风光,fēngguāng,scene; view; sight; landscape
风气,fēngqì,general mood; atmosphere; common practice
风趣,fēngqù,charm; humor; wit; humorous
风土人情,fēngtǔrénqíng,local conditions and customs (idiom)
风味,fēngwèi,distinctive flavor; distinctive style
封闭,fēngbì,to close; to seal off; to close down
封建,fēngjiàn,system of enfeoffment; feudalism; feudal; feudalistic
封锁,fēngsuǒ,to blockade; to seal off; to lock down
锋利,fēnglì,sharp (e.g. knife blade); incisive; to the point
逢,féng,to meet by chance; to come across; (of a date) to fall on
奉献,fèngxiàn,to offer respectfully; to consecrate; to dedicate; to devote
否决,fǒujué,to veto; to overrule
敷衍,fūyǎn,to elaborate (on a theme); to expound (the classics); perfunctory; to skimp
服气,fúqì,to be convinced; to accept
俘虏,fúlǔ,captive
符号,fúhào,symbol; mark; sign
幅度,fúdù,width; extent; range; scope
福利,fúlì,material benefit; benefit in kind; (social) welfare
福气,fúqi,good fortune; a blessing
辐射,fúshè,radiation
抚养,fǔyǎng,to foster; to bring up; to raise
俯仰,fǔyǎng,lowering and raising of the head; (fig.) small move; pitch (position angle)
辅助,fǔzhù,to assist; to aid; supplementary; auxiliary
腐败,fǔbài,corruption; to corrupt; to rot; rotten
腐烂,fǔlàn,to rot; to putrefy; (fig.) corrupt
腐蚀,fǔshí,corrosion; to corrode (degrade chemically); to rot; corruption
腐朽,fǔxiǔ,rotten; decayed; decadent; degenerate
负担,fùdān,to bear (an expense a responsibility etc); burden
附和,fùhè,to agree; to go along with; to echo (what sb says)
附件,fùjiàn,enclosure; attachment (email); appendix
附属,fùshǔ,subsidiary; auxiliary; attached; affiliated
复活,fùhuó,to revive; (lit. and fig.) to come back to life; (religion) resurrection
复兴,fùxīng,to revive; to rejuvenate; renaissance
副,fù,secondary; auxiliary; deputy; assistant
副作用,fùzuòyòng,side effect
富裕,fùyù,prosperous; affluent; well-off
赋予,fùyǔ,to assign; to entrust (a task); to give; to bestow
腹泻,fùxiè,diarrhea; to have the runs
覆盖,fùgài,to cover
夫妇,fūfù,a (married) couple; husband and wife
夫人,fūren,lady; madam; Mrs.
改良,gǎiliáng,to improve (sth); to reform (a system)
盖章,gàizhāng,to affix a seal; to stamp (a document); to sign off on sth
甘心,gānxīn,to be willing to; to resign oneself to
尴尬,gāngà,awkward; embarrassed
感慨,gǎnkǎi,to sigh with sorrow; regret etc; rueful; deeply moved
感染,gǎnrǎn,to infect; infection; (fig.) to influence
干旱,gānhàn,drought; arid; dry
干劲,gànjìn,enthusiasm for doing sth
干扰,gānrǎo,to disturb; to interfere; perturbation; interference (physics)
干涉,gānshè,to interfere; to meddle; interference
干预,gānyù,to meddle; to intervene; intervention
杠杆,gànggǎn,lever; pry bar; crowbar; financial leverage
纲领,gānglǐng,program (i.e. plan of action); guiding principle
岗位,gǎngwèi,a post; a job
港口,gǎngkǒu,port; harbor
港湾,gǎngwān,bay serving as a harbor
高超,gāochāo,excellent; superlative
高潮,gāocháo,high tide; high water; upsurge; peak of activity
高峰,gāofēng,peak; summit; height
高考,gāokǎo,college entrance exam; gaokao
高明,gāomíng,brilliant; wise; superior
高尚,gāoshàng,noble; lofty; refined; exquisite
高涨,gāozhǎng,to surge up; to rise; (of tensions etc) to run high
稿件,gǎojiàn,piece of writing submitted for publication; manuscript; article
告辞,gàocí,to say goodbye; to take one's leave
告诫,gàojiè,to warn; to admonish
疙瘩,gēda,swelling or lump on skin; pimple; knot; lump
割,gē,to cut; to cut apart
搁,gē,to place; to put aside; to shelve; to bear
歌颂,gēsòng,to sing the praises of; to extol; to eulogize
格局,géjú,structure; pattern; layout
格式,géshì,form; specification; format
隔阂,géhé,misunderstanding; estrangement; (language etc) barrier
隔离,gélí,to separate; to isolate
个体,gètǐ,individual
各抒己见,gèshūjǐjiàn,everyone gives their own view
给予,jǐyǔ,(literary) to give; to accord; to render
根深蒂固,gēnshēndìgù,deep-rooted (problem etc)
根源,gēnyuán,origin; root (cause)
跟前,gēnqián,the front (of); (in) front; (in) sb's presence; just before (a date)
跟随,gēnsuí,to follow
跟踪,gēnzōng,to follow sb's tracks; to tail; to shadow; tracking
耕地,gēngdì,arable land; to plow land
更新,gēngxīn,to replace the old with new; to renew; to renovate; to upgrade
更正,gēngzhèng,to correct; to make a correction
工夫,gōngfu,(period of) time; effort
工艺品,gōngyìpǐn,handicraft article; handiwork
公安局,gōngānjú,public security bureau (government office similar in function to a police station)
公道,gōngdào,justice; fairness; public highway; fair
公告,gōnggào,post; announcement
公关,gōngguān,public relations
公民,gōngmín,citizen
公婆,gōngpó,husband's parents; parents-in-law
公然,gōngrán,openly; publicly; undisguised
公认,gōngrèn,publicly known (to be); accepted (as)
公式,gōngshì,formula
公务,gōngwù,official business
公正,gōngzhèng,just; fair; equitable
公证,gōngzhèng,notarization; notarized; acknowledgement
功课,gōngkè,homework; assignment; task; classwork
功劳,gōngláo,contribution; meritorious service; credit
功效,gōngxiào,efficacy
攻击,gōngjī,to attack; to accuse; to charge; an attack (terrorist or military)
攻克,gōngkè,to capture; to take; to overcome; to solve
供不应求,gōngbùyìngqiú,supply does not meet demand
供给,gōngjǐ,to furnish; to provide; supply (as in supply and demand)
宫殿,gōngdiàn,palace
恭敬,gōngjìng,deferential; respectful
巩固,gǒnggù,to consolidate; consolidation; to strengthen
共和国,gònghéguó,republic
共计,gòngjì,to sum up to; to total
共鸣,gòngmíng,(physics) to resonate; resonance; sympathetic response
勾结,gōujié,to collude with; to collaborate with; to gang up with
钩子,gōuzi,hook
构思,gòusī,to design; to plot; to plan out; to compose
姑且,gūqiě,for the time being; tentatively
孤独,gūdú,lonely; solitary
孤立,gūlì,isolated; to isolate
辜负,gūfù,to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes)
古董,gǔdǒng,curio; antique
古怪,gǔguài,strange; weird; eccentric; bizarre
股东,gǔdōng,shareholder; stockholder
股份,gǔfèn,a share (in a company); stock
骨干,gǔgàn,diaphysis (long segment of a bone); fig. backbone
鼓动,gǔdòng,to agitate; to incite; to urge
固然,gùrán,admittedly (it's true that...)
固有,gùyǒu,intrinsic to sth; inherent; native
固执,gùzhí,obstinate; stubborn; to fixate on; to cling to
故乡,gùxiāng,home; homeland; native place
故障,gùzhàng,malfunction; breakdown; defect; shortcoming
顾虑,gùlǜ,misgivings; apprehensions
顾问,gùwèn,adviser; consultant
拐杖,guǎizhàng,crutches; crutch; walking stick
关照,guānzhào,to take care; to keep an eye on; to look after; to tell
观光,guānguāng,to tour; sightseeing; tourism
官方,guānfāng,government; official (approved or issued by an authority)
管辖,guǎnxiá,to administer; to have jurisdiction (over)
贯彻,guànchè,to implement; to put into practice; to carry out
惯例,guànlì,convention; usual practice
灌溉,guàngài,to irrigate
罐,guàn,can; jar; pot
光彩,guāngcǎi,luster; splendor; radiance; brilliance
光辉,guānghuī,radiance; glory; brilliant; magnificent
光芒,guāngmáng,rays of light; brilliant rays; radiance
广阔,guǎngkuò,wide; vast
归根到底,guīgēndàodǐ,after all; in the final analysis; ultimately
归还,guīhuán,to return sth; to revert
归纳,guīnà,to sum up; to summarize; to conclude from facts; induction (method of deduction in logic)
规范,guīfàn,norm; standard; specification; regulation
规格,guīgé,standard; norm; specification
规划,guīhuà,to draw up a plan; to map out a program; a plan; a program
规章,guīzhāng,rule; regulation
轨道,guǐdào,track (for trains); orbit; trajectory
贵族,guìzú,lord; nobility; nobleman; noblewoman
跪,guì,to kneel
棍棒,gùnbàng,club; staff; stick
国防,guófáng,national defense
国务院,Guówùyuàn,State Council (PRC); State Department (USA)
果断,guǒduàn,firm; decisive
过度,guòdù,excessive; over-; excess; going too far
过渡,guòdù,to cross over (by ferry); transition; interim; caretaker (administration)
过奖,guòjiǎng,to overpraise; to flatter
过滤,guòlǜ,to filter; filter
过失,guòshī,error; fault; (law) negligence; delinquency
过问,guòwèn,to show an interest in; to get involved with
过瘾,guòyǐn,to satisfy a craving; to get a kick out of sth; gratifying; immensely enjoyable
过于,guòyú,too much; excessively
嗨,hāi,hi!; hey!
还原,huányuán,to restore to the original state; to reconstruct (an event); reduction (chemistry)
海拔,hǎibá,height above sea level; elevation
海滨,hǎibīn,shore; seaside
含糊,hánhu,ambiguous; vague; careless; perfunctory
含义,hányì,meaning (implicit in a phrase); implied meaning; hidden meaning; hint
寒暄,hánxuān,to exchange conventional greetings; to exchange pleasantries
罕见,hǎnjiàn,rare; rarely seen
捍卫,hànwèi,to defend; to uphold; to safeguard
航空,hángkōng,aviation
航天,hángtiān,space flight
航行,hángxíng,to sail; to fly; to navigate
毫米,háomǐ,millimeter
毫无,háowú,not in the least; to completely lack
豪迈,háomài,bold; open-minded; heroic
好客,hàokè,hospitality; to treat guests well; to enjoy having guests; hospitable
号召,hàozhào,to call; to appeal
耗费,hàofèi,to waste; to spend; to consume; to squander
合并,hébìng,to merge; to annex
合成,héchéng,to compose; to constitute; compound; synthesis
合乎,héhū,to accord with; to conform to
合伙,héhuǒ,to act jointly; to form a partnership
合身,héshēn,well-fitting (of clothes)
合算,hésuàn,worthwhile; to be a good deal; to be a bargain; to reckon up
和蔼,héǎi,kindly; nice; amiable
和解,héjiě,to settle (a dispute out of court); to reconcile; settlement; conciliation
和睦,hémù,peaceful relations; harmonious
和气,héqi,friendly; polite; amiable
和谐,héxié,harmonious; harmony; (euphemism) to censor
嘿,hēi,hey
痕迹,hénjì,vestige; mark; trace
狠心,hěnxīn,callous; heartless; to resolve (to do sth); firm resolve (as in 心)
恨不得,hènbude,wishing one could do sth; to hate to be unable; itching to do sth
哼,hēng,to groan; to snort; to hum; to croon
轰动,hōngdòng,to cause a sensation; to create a stir in (a place); commotion; controversy
哄,hǒng,to coax; to soothe; (hōng) roar of laughter
烘,hōng,to bake; to heat by fire; to set off by contrast
红包,hóngbāo,money wrapped in red as a gift; bonus payment; kickback; bribe
宏观,hóngguān,macro-; macroscopic; holistic
宏伟,hóngwěi,grand; imposing; magnificent
洪水,hóngshuǐ,deluge; flood
喉咙,hóulóng,the throat
吼,hǒu,to roar; to howl; to shriek; roar or howl of an animal
后代,hòudài,descendant; progeny; posterity; later ages
后顾之忧,hòugùzhīyōu,family worries; worries about the future; trouble in the rear
后勤,hòuqín,logistics
候选,hòuxuǎn,candidate (attributive)
呼啸,hūxiào,to whistle; to scream; to whiz
呼吁,hūyù,to call on (sb to do sth); to appeal (to); an appeal
忽略,hūlu:è,to neglect; to overlook; to ignore
胡乱,húluàn,careless; reckless; casually; absent-mindedly
湖泊,húpō,lake
互联网,Hùliánwǎng,Internet
花瓣,huābàn,petal
华丽,huálì,gorgeous
华侨,Huáqiáo,overseas Chinese
化肥,huàféi,fertilizer
化石,huàshí,fossil
化验,huàyàn,chemical examination; to do a lab test
化妆,huàzhuāng,to put on makeup
划分,huàfēn,to divide up; to partition; to differentiate
画蛇添足,huàshétiānzú,to ruin the effect by adding sth superfluous; to overdo it
话筒,huàtǒng,microphone; (telephone) receiver; handset
怀孕,huáiyùn,pregnant; to have conceived; gestation; pregnancy
环节,huánjié,link; stage (of a process); segment
缓和,huǎnhé,to ease (tension); to alleviate; to moderate; to allay
患者,huànzhě,patient; sufferer
欢乐,huānlè,gaiety; gladness; glee; merriment
荒凉,huāngliáng,desolate
荒谬,huāngmiù,absurd; ridiculous
荒唐,huāngtáng,beyond belief; preposterous; absurd; intemperate
慌忙,huāngmáng,in a great rush; in a flurry
黄昏,huánghūn,dusk; evening; nightfall
恍然大悟,huǎngrándàwù,to suddenly realize; to suddenly see the light
挥霍,huīhuò,to squander money; extravagant; prodigal; free and easy
辉煌,huīhuáng,splendid; glorious
回报,huíbào,(in) return; reciprocation; payback; retaliation
回避,huíbì,to shun; to avoid (sb); to skirt; to evade (an issue)
回顾,huígù,to look back; to review
回收,huíshōu,to recycle; to reclaim; to retrieve; to recover
悔恨,huǐhèn,remorse; repentance
毁灭,huǐmiè,to perish; to ruin; to destroy
汇报,huìbào,to report; to give an account of; to collect information and report back; to report
会晤,huìwù,to meet; meeting; conference
贿赂,huìlù,to bribe; a bribe
昏迷,hūnmí,to lose consciousness; to be in a coma; stupor; coma
浑身,húnshēn,all over; from head to foot
混合,hùnhé,to mix; to blend; hybrid; composite
混乱,hùnluàn,confusion; chaos; disorder
混淆,hùnxiáo,to obscure; to confuse; to mix up; to blur
混浊,hùnzhuó,turbid; muddy; dirty
活该,huógāi,(coll.) serve sb right; deservedly; ought; should
活力,huólì,energy; vitality; vigor; vital force
火箭,huǒjiàn,rocket
火焰,huǒyàn,blaze; flame
火药,huǒyào,gunpowder
或许,huòxǔ,perhaps; maybe
货币,huòbì,currency; monetary; money
讥笑,jīxiào,to sneer
饥饿,jīè,hunger; starvation; famine
机动,jīdòng,locomotive; motorized; power-driven; adaptable
机构,jīgòu,mechanism; structure; organization; agency
机关,jīguān,mechanism; gear; machine-operated; office
机灵,jīling,clever; quick-witted
机密,jīmì,secret; classified (information)
机械,jīxiè,machine; machinery; mechanical; (old) cunning
机遇,jīyù,opportunity; favorable circumstance; stroke of luck
机智,jīzhì,quick-witted; resourceful
迹象,jìxiàng,sign; indication; mark; indicator
基地,jīdì,base (of operations); industrial or military base; al-Qaeda
基金,jījīn,fund
基因,jīyīn,gene (loanword)
激发,jīfā,to arouse; to stimulate; (physics) to excite
激励,jīlì,to encourage; to urge; motivation; incentive
激情,jīqíng,passion; fervor; enthusiasm; strong emotion
及早,jízǎo,at the earliest possible time; as soon as possible
吉祥,jíxiáng,lucky; auspicious; propitious
级别,jíbié,(military) rank; level; grade
即便,jíbiàn,even if; even though; right away; immediately
即将,jíjiāng,on the eve of; to be about to; to be on the verge of
极端,jíduān,extreme
极限,jíxiàn,limit; extreme boundary
急功近利,jígōngjìnlì,seeking instant benefit (idiom); shortsighted vision; looking only for fast return
急剧,jíjù,rapid; sudden
急切,jíqiè,eager; impatient
急于求成,jíyúqiúchéng,anxious for quick results; impatient for success
急躁,jízào,irritable; irascible; impetuous
疾病,jíbìng,disease; sickness; ailment
集团,jítuán,group; bloc; corporation; conglomerate
嫉妒,jídù,to be jealous of; to envy
籍贯,jíguàn,one's native place; place of ancestry; registered birthplace
计较,jìjiào,to bother about; to haggle; to bicker; to argue
记性,jìxing,memory (ability to retain information)
记载,jìzǎi,to write down; to record; written account
纪要,jìyào,minutes; written summary of a meeting
忌讳,jìhuì,taboo; to avoid as taboo; to abstain from
技能,jìnéng,technical ability; skill
技巧,jìqiǎo,skill; technique
季度,jìdù,quarter of a year; season (sports)
季军,jìjūn,third in a race; bronze medalist
继承,jìchéng,to inherit; to succeed to (the throne etc); to carry on (a tradition etc)
继往开来,jìwǎngkāilái,to follow the past and herald the future; to carry on the legacy
寂静,jìjìng,quiet
寄托,jìtuō,to entrust; to place one's hopes in; emotional sustenance
加工,jiāgōng,to process; processing; working (of machinery)
加剧,jiājù,to intensify
夹杂,jiāzá,to mix together (disparate substances); to mingle; a mix; to be tangled up with
佳肴,jiāyáo,fine food; delicacies; delicious food
家常,jiācháng,the daily life of a family
家伙,jiāhuo,household dish; implement or furniture; domestic animal; (coll.) guy; chap
家属,jiāshǔ,family member; (family) dependent
家喻户晓,jiāyùhùxiǎo,understood by everyone (idiom); well known; a household name
假设,jiǎshè,to suppose; to presume; to assume; supposing that ...
假使,jiǎshǐ,if; in case; suppose; given ...
尖端,jiānduān,sharp pointed end; the tip; the cusp; tip-top
坚定,jiāndìng,firm; steady; staunch; resolute
坚固,jiāngù,firm; firmly; hard; stable
坚韧,jiānrèn,tough and durable; tenacious
坚实,jiānshí,firm and substantial; solid
坚硬,jiānyìng,hard; solid
间谍,jiàndié,spy
间隔,jiàngé,gap; interval; compartment; to divide
间接,jiànjiē,indirect
艰难,jiānnán,difficult; hard; challenging
兼职,jiānzhí,to hold concurrent posts; concurrent job; moonlighting
监督,jiāndū,to control; to supervise; to inspect
监视,jiānshì,to monitor; to keep a close watch over; surveillance
监狱,jiānyù,prison
拣,jiǎn,to choose; to pick; to sort out; to pick up
剪彩,jiǎncǎi,to cut the ribbon (at a launching or opening ceremony)
检讨,jiǎntǎo,to examine or inspect; self-criticism; review
检验,jiǎnyàn,to inspect; to examine; to test
简化,jiǎnhuà,to simplify
简陋,jiǎnlòu,simple and crude
简体字,jiǎntǐzì,simplified Chinese character; as opposed to traditional Chinese character 繁体字
简要,jiǎnyào,concise; brief
见多识广,jiànduōshíguǎng,experienced and knowledgeable (idiom)
见解,jiànjiě,opinion; view; understanding
见闻,jiànwén,what one has seen and heard; knowledge; one's experience
见义勇为,jiànyìyǒngwéi,to stand up bravely for what is right; to act heroically in a just cause
健全,jiànquán,robust; sound
舰艇,jiàntǐng,warship; naval vessel
溅,jiàn,to splash
践踏,jiàntà,to trample
鉴别,jiànbié,to differentiate; to distinguish
鉴定,jiàndìng,to appraise; to identify; to evaluate
鉴于,jiànyú,in view of; seeing that; considering; whereas
将近,jiāngjìn,almost; nearly; close to
将军,jiāngjūn,general (military officer); to checkmate
僵硬,jiāngyìng,stiff; rigid
奖励,jiǎnglì,to reward; reward (as encouragement)
奖赏,jiǎngshǎng,reward; prize; award
桨,jiǎng,oar; paddle
降临,jiànglín,to descend; to arrive; to come
交叉,jiāochā,to cross; to intersect; to overlap
交代,jiāodài,to transfer (duties to sb else); to give instructions; to tell (sb to do sth); to explain
交涉,jiāoshè,to negotiate (with); to have dealings (with)
交往,jiāowǎng,to associate (with); to have contact (with); to hang out (with); to date
交易,jiāoyì,to deal; to trade; to transact; transaction
娇气,jiāoqì,delicate; squeamish; finicky
焦点,jiāodiǎn,focal point; focus (lit. and fig.)
焦急,jiāojí,anxiety; anxious
角落,jiǎoluò,nook; corner
搅拌,jiǎobàn,to stir; to agitate
缴纳,jiǎonà,to pay (taxes etc)
较量,jiàoliàng,to pit oneself against sb; to compete with sb; contest; battle
教养,jiàoyǎng,to educate; to bring up; to nurture; upbringing
阶层,jiēcéng,social class
皆,jiē,all; each and every; in all cases
接连,jiēlián,on end; in a row; in succession
揭发,jiēfā,to expose; to bring to light; to disclose; revelation
揭露,jiēlù,to expose; to unmask; to ferret out; to disclose
节奏,jiézòu,rhythm; tempo; musical pulse; cadence
杰出,jiéchū,outstanding; distinguished; remarkable; prominent
结晶,jiéjīng,to crystallize; crystallization; crystal; crystalline
结局,jiéjú,conclusion; ending
结算,jiésuàn,to settle a bill; to close an account
截至,jiézhì,up to (a time); by (a time)
竭尽全力,jiéjìnquánlì,to spare no effort (idiom); to do one's utmost
解除,jiěchú,to remove; to sack; to get rid of; to relieve (sb of their duties)
解雇,jiěgù,to fire; to sack; to dismiss; to terminate employment
解剖,jiěpōu,to dissect (an animal); to analyze; anatomy
解散,jiěsàn,to dissolve; to disband
解体,jiětǐ,to break up into components; to disintegrate; to collapse; to crumble
戒备,jièbèi,to take precautions; to guard against (emergency)
界限,jièxiàn,boundary
借鉴,jièjiàn,to draw on (others' experience); to learn from; to use for reference
借助,jièzhù,to draw support from; with the help of
金融,jīnróng,banking; finance; financial
津津有味,jīnjīnyǒuwèi,with keen interest (idiom); with great pleasure; with gusto; eagerly
尽快,jǐnkuài,as quickly as possible; as soon as possible; see 尽快
紧密,jǐnmì,inseparably close
紧迫,jǐnpò,pressing; urgent
锦绣前程,jǐnxiùqiánchéng,bright future; bright prospects
劲头,jìntóu,enthusiasm; zeal; vigor; strength
近来,jìnlái,recently; lately
近视,jìnshì,shortsighted; nearsighted; myopia
进而,jìnér,and then (what follows next)
进攻,jìngōng,to attack; to assault; to go on the offensive; attack
进化,jìnhuà,evolution
进展,jìnzhǎn,to make headway; to make progress
晋升,jìnshēng,to promote to a higher position
浸泡,jìnpào,to steep; to soak; to immerse
经费,jīngfèi,funds; expenditure
经商,jīngshāng,to trade; to carry out commercial activities; in business
经纬,jīngwěi,warp and woof; longitude and latitude; main points
茎,jīng,stalk; stem
惊动,jīngdòng,to alarm; to startle; to disturb
惊奇,jīngqí,to be amazed; to be surprised; to wonder
惊讶,jīngyà,amazed; astonished; to surprise; amazing
兢兢业业,jīngjīngyèyè,(idiom) conscientious; assiduous
精打细算,jīngdǎxìsuàn,meticulous planning and careful accounting (idiom)
精华,jīnghuá,best feature; most important part of an object; quintessence; essence
精简,jīngjiǎn,to simplify; to reduce
精密,jīngmì,accuracy; exact; precise; refined
精确,jīngquè,accurate; precise
精通,jīngtōng,to be proficient in; to master (a subject)
精心,jīngxīn,with utmost care; fine; meticulous; detailed
精益求精,jīngyìqiújīng,to perfect sth that is already outstanding (idiom); constantly improving
精致,jīngzhì,delicate; fine; exquisite; refined
井,jǐng,a well; neat; orderly
颈椎,jǐngzhuī,cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals
警告,jǐnggào,to warn; to admonish
警惕,jǐngtì,to be on the alert; vigilant; alert; on guard
竞赛,jìngsài,to compete; to race; contest; competition
竞选,jìngxuǎn,to take part in an election; to run for office
敬礼,jìnglǐ,to salute; salute
境界,jìngjiè,boundary; state; realm
镜头,jìngtóu,camera lens; camera shot (in a movie etc); scene
纠纷,jiūfēn,dispute
纠正,jiūzhèng,to correct; to make right
酒精,jiǔjīng,alcohol; ethanol CH3CH2OH; ethyl alcohol; grain alcohol
救济,jiùjì,emergency relief; to help the needy with cash or goods
就近,jiùjìn,nearby; in a close neighborhood
就业,jiùyè,to get a job; employment
就职,jiùzhí,to take office; to assume a post
居住,jūzhù,to reside; to dwell; to live in a place; resident in
拘留,jūliú,to detain (a prisoner); to keep sb in custody
拘束,jūshù,to restrict; to restrain; constrained; awkward
鞠躬,jūgōng,to bow; (literary) to bend down
局部,júbù,part; local
局面,júmiàn,aspect; phase; situation
局势,júshì,situation; state (of affairs)
局限,júxiàn,to limit; to confine; to restrict sth within set boundaries
咀嚼,jǔjué,to chew; to think over
沮丧,jǔsàng,dispirited; dejected; dismayed
举动,jǔdòng,act; action; activity; move
举世闻名,jǔshìwénmíng,world-famous (idiom)
举世瞩目,jǔshìzhǔmù,to receive worldwide attention
举足轻重,jǔzúqīngzhòng,to play a critical role (idiom); influential
剧本,jùběn,script for play; opera; movie etc; screenplay; scenario
剧烈,jùliè,violent; acute; severe; fierce
据悉,jùxī,according to reports; it is reported (that)
聚精会神,jùjīnghuìshén,to concentrate one's attention (idiom)
决策,juécè,strategic decision; decision-making; policy decision; to determine policy
绝望,juéwàng,to despair; to give up all hope; desperate; desperation
觉悟,juéwù,to come to understand; to realize; consciousness; awareness
觉醒,juéxǐng,to awaken; to come to realize; awakened to the truth; the truth dawns upon one
军队,jūnduì,armed forces; troops
卡通,kǎtōng,cartoon (loanword)
开采,kāicǎi,to extract (ore or other resource from a mine); to exploit; to mine
开除,kāichú,to expel (a member of an organization); to fire (an employee)
开阔,kāikuò,wide; open (spaces); to open up
开朗,kāilǎng,spacious and well-lit; open and clear; (of character) optimistic; cheerful
开明,kāimíng,enlightened; open-minded; enlightenment
开辟,kāipì,to open up; to set up; to establish
开水,kāishuǐ,boiled water; boiling water
开拓,kāituò,to open up; to develop; to break new ground
开展,kāizhǎn,to launch; to develop; to unfold; (of an exhibition etc) to open
开支,kāizhī,expenditures; expenses; to spend money; (coll.) to pay wages
刊登,kāndēng,to carry a story; to publish (in a newspaper or magazine)
刊物,kānwù,publication
勘探,kāntàn,to explore; to survey; to prospect (for oil etc); prospecting
看待,kàndài,to look upon; to regard
看望,kànwàng,to pay a visit to; to see (sb)
慷慨,kāngkǎi,vehement; fervent; generous; magnanimous
扛,káng,to carry on the shoulder; to shoulder (a burden)
考察,kǎochá,to inspect; to observe and study; on-the-spot investigation
考古,kǎogǔ,archaeology
考核,kǎohé,to examine; to check up on; to assess; to review
考验,kǎoyàn,to test; to put to the test; trial; ordeal
靠拢,kàolǒng,to draw close to
科目,kēmù,academic subject; field of study
颗粒,kēlì,kernel; granule; granulated (sugar chemical product)
磕,kē,to tap; to knock (against sth hard); to knock (mud from boots ashes from a pipe etc)
可恶,kěwù,repulsive; vile; hateful; abominable
可观,kěguān,considerable; impressive; significant
可口,kěkǒu,tasty; to taste good
可笑,kěxiào,funny; ridiculous
可行,kěxíng,feasible
渴望,kěwàng,to thirst for; to long for
刻不容缓,kèbùrónghuǎn,to brook no delay; to demand immediate action
客户,kèhù,client; customer
课题,kètí,task; problem; issue
恳切,kěnqiè,earnest; sincere
啃,kěn,to gnaw; to nibble; to bite
坑,kēng,pit; depression; hollow; tunnel
空白,kòngbái,blank space
空洞,kōngdòng,cavity; empty; vacuous
空前绝后,kōngqiánjuéhòu,unprecedented and never to be duplicated; the first and the last; unmatched; unique
空隙,kòngxì,crack; gap between two objects; gap in time between two events
空想,kōngxiǎng,daydream; fantasy; to fantasize
空虚,kōngxū,hollow; emptiness; meaningless
孔,kǒng,hole; classifier for cave dwellings
恐惧,kǒngjù,to be frightened; fear; dread
恐吓,kǒnghè,to threaten; to menace
口气,kǒuqì,tone of voice; the way one speaks; manner of expression; tone
口腔,kǒuqiāng,oral cavity
口头,kǒutóu,oral; verbal
口音,kǒuyīn,oral speech sounds (linguistics); voice; accent
枯竭,kūjié,used up; dried up; exhausted (of resources)
枯燥,kūzào,dry and dull; uninteresting; dry-as-dust
苦尽甘来,kǔjìngānlái,the hard times are over and the good times begin; sweetness after bitterness
挎,kuà,to carry (esp. slung over the arm shoulder or side)
跨,kuà,to step across; to stride over; to straddle; to span
快活,kuàihuo,happy; cheerful
宽敞,kuānchang,spacious; wide
款待,kuǎndài,to entertain; to be hospitable to
款式,kuǎnshì,pattern; style; design; elegant
框架,kuàngjià,(construction) frame; (fig.) framework
筐,kuāng,basket
况且,kuàngqiě,moreover; besides; in addition; furthermore
旷课,kuàngkè,to play truant; to cut classes
亏待,kuīdài,to treat sb unfairly
亏损,kuīsǔn,deficit; (financial) loss
昆虫,kūnchóng,insect
捆绑,kǔnbǎng,to bind
扩充,kuòchōng,to expand
扩散,kuòsàn,to spread; to proliferate; to diffuse
扩张,kuòzhāng,expansion; dilation; to expand (e.g. one's power or influence); to broaden
喇叭,lǎba,horn (automobile etc); loudspeaker; brass wind instrument; trumpet
啦,la,(particle) sentence-final fusing 了 and 啊 (exclamation/completion)
来历,láilì,history; antecedents; origin
来源,láiyuán,source (of information etc); origin
栏目,lánmù,regular column or segment (in a publication or broadcast program); program (TV or radio)
懒惰,lǎnduò,idle; lazy
狼狈,lángbèi,in a difficult situation; to cut a sorry figure; scoundrel! (derog.)
朗读,lǎngdú,to read aloud
捞,lāo,to fish up; to dredge up
牢固,láogù,firm; secure
牢骚,láosāo,discontent; complaint; to complain
唠叨,láodao,to prattle; to chatter away; to nag; garrulous
乐谱,yuèpǔ,a musical score; sheet music
